,name,subway,시도,시군구,읍면동,coord,sub_count,sub_list,bus_count,bus_list
5946,천왕역,0,서울특별시,구로구,오류2동,"(126.83878343246, 37.48631554800001)",1,"[(126.8394019, 37.4876724)]",8,"[(126.8370053136, 37.4881753289), (126.83687776085, 37.48836162095), (126.8396867228, 37.488758862850005), (126.8391845606, 37.48895241295), (126.83878343246, 37.48631554800001), (126.8378107498, 37.4856028447), (126.837929755, 37.4856686164), (126.8399322, 37.4844924)]"
5947,천왕이펜하우스1단지,0,서울특별시,구로구,오류2동,"(126.8378107498, 37.4856028447)",1,"[(126.8394019, 37.4876724)]",6,"[(126.8370053136, 37.4881753289), (126.83878343246, 37.48631554800001), (126.8378107498, 37.4856028447), (126.837929755, 37.4856686164), (126.83830377025, 37.4830742971), (126.8399322, 37.4844924)]"
5948,천왕이펜하우스2단지,0,서울특별시,구로구,오류2동,"(126.837929755, 37.4856686164)",1,"[(126.8394019, 37.4876724)]",6,"[(126.8370053136, 37.4881753289), (126.83878343246, 37.48631554800001), (126.8378107498, 37.4856028447), (126.837929755, 37.4856686164), (126.83830377025, 37.4830742971), (126.8399322, 37.4844924)]"
5949,천왕이펜하우스3.4단지,0,서울특별시,구로구,오류2동,"(126.8386605195, 37.4811726543)",0,[],5,"[(126.8386605195, 37.4811726543), (126.83830377025, 37.4830742971), (126.8386301304, 37.4810898706), (126.8405708336, 37.47954716905), (126.8406728316, 37.4793797094)]"
5950,천왕이펜하우스3단지입구,0,서울특별시,구로구,오류2동,"(126.83830377025, 37.4830742971)",0,[],6,"[(126.8378107498, 37.4856028447), (126.837929755, 37.4856686164), (126.8386605195, 37.4811726543), (126.83830377025, 37.4830742971), (126.8386301304, 37.4810898706), (126.8399322, 37.4844924)]"
5951,천왕이펜하우스4단지,0,서울특별시,구로구,오류2동,"(126.8386301304, 37.4810898706)",0,[],5,"[(126.8386605195, 37.4811726543), (126.83830377025, 37.4830742971), (126.8386301304, 37.4810898706), (126.8405708336, 37.47954716905), (126.8406728316, 37.4793797094)]"
5952,천왕이펜하우스5단지,0,서울특별시,구로구,오류2동,"(126.8405708336, 37.47954716905)",0,[],9,"[(126.8420506831, 37.481664121), (126.8428799524, 37.4810754464), (126.8397941612, 37.4769272967), (126.8386605195, 37.4811726543), (126.8386301304, 37.4810898706), (126.8405708336, 37.47954716905), (126.8421878657, 37.47930473), (126.8406728316, 37.4793797094), (126.84273115393334, 37.47808572576667)]"
5953,천왕이펜하우스5단지입구,0,서울특별시,구로구,오류2동,"(126.8421878657, 37.47930473)",0,[],6,"[(126.8420506831, 37.481664121), (126.8428799524, 37.4810754464), (126.8405708336, 37.47954716905), (126.8421878657, 37.47930473), (126.8406728316, 37.4793797094), (126.84273115393334, 37.47808572576667)]"
5954,천왕이펜하우스6단지,0,서울특별시,구로구,오류2동,"(126.8406728316, 37.4793797094)",0,[],9,"[(126.8420506831, 37.481664121), (126.8428799524, 37.4810754464), (126.8397941612, 37.4769272967), (126.8386605195, 37.4811726543), (126.8386301304, 37.4810898706), (126.8405708336, 37.47954716905), (126.8421878657, 37.47930473), (126.8406728316, 37.4793797094), (126.84273115393334, 37.47808572576667)]"
5955,천왕이펜하우스6단지후문,0,서울특별시,구로구,오류2동,"(126.84273115393334, 37.47808572576667)",0,[],6,"[(126.8397941612, 37.4769272967), (126.841465716, 37.4766250124), (126.8405708336, 37.47954716905), (126.8421878657, 37.47930473), (126.8406728316, 37.4793797094), (126.84273115393334, 37.47808572576667)]"
5956,천은교회,0,서울특별시,성동구,행당2동,"(127.02675298335, 37.55465701635)",0,[],21,"[(127.0248878772, 37.552549219), (127.0287937048, 37.5527677738), (127.0237349193, 37.5556405788), (127.0236159541, 37.5556976252), (127.02456031935, 37.55418810294999), (127.0246634903, 37.5551810962), (127.0253245486, 37.55565645), (127.0248578664, 37.5558962973), (127.02478125495, 37.5557260423), (127.0255936035, 37.555507533), (127.0273951352, 37.5526349535), (127.0268847096, 37.5530432668), (127.0273214141, 37.5521530258), (127.0255118585, 37.5549687041), (127.0255100206, 37.5548899211), (127.0263400813, 37.5543018672), (127.0262410697, 37.5544020704), (127.0256317662, 37.5521878048), (127.0248707232, 37.5530159175), (127.02675298335, 37.55465701635), (127.0269174434, 37.5561203222)]"
5957,천일중.구강사,0,서울특별시,강동구,천호2동,"(127.12870055885, 37.54503120355)",0,[],4,"[(127.12870055885, 37.54503120355), (127.13177946215, 37.5445761884), (127.12597196665, 37.545936625500005), (127.1276202, 37.5443765)]"
5958,천일초교사거리,0,서울특별시,강동구,천호2동,"(127.13177946215, 37.5445761884)",0,[],5,"[(127.1314148414, 37.54283402955), (127.13431612665, 37.54381618655), (127.133821546275, 37.546070387575), (127.12870055885, 37.54503120355), (127.13177946215, 37.5445761884)]"
5959,천주교,0,서울특별시,용산구,한강로동,"(126.9654728324, 37.52535904435)",0,[],5,"[(126.96663916065, 37.5254033084), (126.96462015245, 37.5272496703), (126.9654728324, 37.52535904435), (126.964005685, 37.5252500866), (126.9631557648, 37.5242174046)]"
5960,천주교도봉동교회,0,서울특별시,도봉구,도봉1동,"(127.04280903005, 37.6712204585)",0,[],9,"[(127.0460452689, 37.67086988575), (127.045045195, 37.6711651158), (127.0436617282, 37.6692700667), (127.0409599528, 37.67299288355), (127.04419200705, 37.6730785187), (127.0427169894, 37.6712248788), (127.04363931325, 37.66974321785), (127.039558549475, 37.670855321125), (127.04280903005, 37.6712204585)]"
5961,천주교성당,0,서울특별시,강서구,공항동,"(126.81233118, 37.5560265616)",0,[],2,"[(126.81180078693336, 37.55609925783333), (126.81233118, 37.5560265616)]"
5962,천주교성령봉사회관.등불교회,0,서울특별시,관악구,조원동,"(126.9079821726, 37.4806719288)",0,[],4,"[(126.9051911523, 37.480670601), (126.9053788607, 37.4815101227), (126.9101981349, 37.4809872943), (126.9079821726, 37.4806719288)]"
5963,천주교성수동성당앞,0,서울특별시,성동구,성수1가1동,"(127.0468901825, 37.53906652735)",0,[],6,"[(127.048201236, 37.5409433962), (127.0461215175, 37.5412079751), (127.0497141791, 37.5381555726), (127.0497796401, 37.5381706702), (127.0468901825, 37.53906652735), (127.0497160877, 37.5405264909)]"
5964,천호동공원,0,서울특별시,강동구,천호2동,"(127.12597196665, 37.545936625500005)",0,[],3,"[(127.12870055885, 37.54503120355), (127.12597196665, 37.545936625500005), (127.1276202, 37.5443765)]"
5965,천호동로데오거리,0,서울특별시,강동구,천호2동,"(127.12719361695, 37.54046286425)",0,[],4,"[(127.12719361695, 37.54046286425), (127.129389580275, 37.54085058297501), (127.12384999045, 37.54009300685), (127.1254162523, 37.5408934095)]"
5966,천호사거리.천호역6번출구,0,서울특별시,강동구,성내2동,"(127.1259449826, 37.5376898438)",1,"[(127.1232731, 37.539355)]",6,"[(127.1259449826, 37.5376898438), (127.12552064693334, 37.5369934554), (127.1227680206, 37.5371467728), (127.1269789043, 37.5376003403), (127.1270540908, 37.5375778069), (127.1272441058, 37.5372991453)]"
5967,천호시장,0,서울특별시,강동구,천호2동,"(127.129389580275, 37.54085058297501)",0,[],3,"[(127.1314148414, 37.54283402955), (127.12719361695, 37.54046286425), (127.129389580275, 37.54085058297501)]"
5968,천호역,0,서울특별시,강동구,성내2동,"(127.12552064693334, 37.5369934554)",0,[],6,"[(127.1259449826, 37.5376898438), (127.12552064693334, 37.5369934554), (127.1227680206, 37.5371467728), (127.1269789043, 37.5376003403), (127.1270540908, 37.5375778069), (127.1272441058, 37.5372991453)]"
5969,천호역.풍납시장,0,서울특별시,송파구,풍납1동,"(127.1227680206, 37.5371467728)",1,"[(127.1232731, 37.539355)]",4,"[(127.1259449826, 37.5376898438), (127.12552064693334, 37.5369934554), (127.1227680206, 37.5371467728), (127.1218418427, 37.5390616034)]"
5970,천호역.현대백화점,0,서울특별시,강동구,천호2동,"(127.1238304132, 37.5398223155)",1,"[(127.1232731, 37.539355)]",4,"[(127.1238304132, 37.5398223155), (127.12384999045, 37.54009300685), (127.1254162523, 37.5408934095), (127.1218418427, 37.5390616034)]"
5971,천호역5번출구,0,서울특별시,강동구,천호3동,"(127.1269789043, 37.5376003403)",0,[],5,"[(127.1259449826, 37.5376898438), (127.12552064693334, 37.5369934554), (127.1269789043, 37.5376003403), (127.1270540908, 37.5375778069), (127.1272441058, 37.5372991453)]"
5972,천호역5번출구.천호사거리,0,서울특별시,강동구,천호3동,"(127.1270540908, 37.5375778069)",0,[],5,"[(127.1259449826, 37.5376898438), (127.12552064693334, 37.5369934554), (127.1269789043, 37.5376003403), (127.1270540908, 37.5375778069), (127.1272441058, 37.5372991453)]"
5973,천호역6번출구.천호사거리,0,서울특별시,강동구,성내2동,"(127.1272441058, 37.5372991453)",0,[],5,"[(127.1259449826, 37.5376898438), (127.12552064693334, 37.5369934554), (127.1269789043, 37.5376003403), (127.1270540908, 37.5375778069), (127.1272441058, 37.5372991453)]"
5974,천호역현대백화점,0,서울특별시,강동구,천호2동,"(127.12384999045, 37.54009300685)",1,"[(127.1232731, 37.539355)]",6,"[(127.12473286205, 37.5425146612), (127.12719361695, 37.54046286425), (127.1238304132, 37.5398223155), (127.12384999045, 37.54009300685), (127.1254162523, 37.5408934095), (127.1218418427, 37.5390616034)]"
5975,천호우성아파트,0,서울특별시,강동구,천호1동,"(127.13856551615, 37.550315217475)",0,[],2,"[(127.13747934705, 37.55002089265), (127.13856551615, 37.550315217475)]"
5976,천호우체국,0,서울특별시,강동구,천호2동,"(127.1254162523, 37.5408934095)",1,"[(127.1232731, 37.539355)]",5,"[(127.12473286205, 37.5425146612), (127.12719361695, 37.54046286425), (127.1238304132, 37.5398223155), (127.12384999045, 37.54009300685), (127.1254162523, 37.5408934095)]"
5977,철산교앞,0,서울특별시,구로구,개봉3동,"(126.8593536976, 37.4881289388)",0,[],4,"[(126.85682395505, 37.4881137258), (126.8563460396, 37.4871455477), (126.8593536976, 37.4881289388), (126.8600615491, 37.4889299493)]"
5978,청계1가.광교,0,서울특별시,중구,명동,"(126.9842833657, 37.5685973316)",0,[],6,"[(126.9827971458, 37.5675222611), (126.9826165989, 37.567554377), (126.9853306315, 37.5702769422), (126.98579084033334, 37.57014750886666), (126.9875072018, 37.5685822333), (126.9842833657, 37.5685973316)]"
5979,청계2가.삼일교,0,서울특별시,중구,명동,"(126.9878669958, 37.56813552635)",0,[],9,"[(126.9875700098, 37.5705509581), (126.9865270687, 37.5661750187), (126.98579084033334, 37.57014750886666), (126.9875072018, 37.5685822333), (126.9877861534, 37.5697641508), (126.98969512515, 37.57028484655), (126.9878669958, 37.56813552635), (126.990686, 37.568322), (126.9887184, 37.5657852)]"
5980,청계2가.수표교,0,서울특별시,종로구,종로1.2.3.4가동,"(126.990686, 37.568322)",0,[],7,"[(126.9908484911, 37.5662735032), (126.9875072018, 37.5685822333), (126.98969512515, 37.57028484655), (126.9878669958, 37.56813552635), (126.990686, 37.568322), (126.9937893395, 37.5686091615), (126.993785482, 37.5683611799)]"
5981,청계3가.관수교,0,서울특별시,종로구,종로1.2.3.4가동,"(126.9937893395, 37.5686091615)",1,"[(126.9936319, 37.5664076)]",7,"[(126.9950028106, 37.5705085843), (126.9933353879, 37.5705349348), (126.990686, 37.568322), (126.9937893395, 37.5686091615), (126.993785482, 37.5683611799), (126.9971440802, 37.5686776061), (126.9964924987, 37.5688576315)]"
5982,청계3가.세운교,0,서울특별시,중구,을지로동,"(126.993785482, 37.5683611799)",1,"[(126.9936319, 37.5664076)]",8,"[(126.9962218644, 37.5666038467), (126.9950028106, 37.5705085843), (126.9933353879, 37.5705349348), (126.990686, 37.568322), (126.9937893395, 37.5686091615), (126.993785482, 37.5683611799), (126.9971440802, 37.5686776061), (126.9964924987, 37.5688576315)]"
5983,청계4가.배오개다리,0,서울특별시,중구,을지로동,"(126.9971440802, 37.5686776061)",1,"[(126.9965431, 37.5665287)]",11,"[(126.9978384311, 37.5695021129), (126.9962218644, 37.5666038467), (126.9968402973, 37.5664971393), (126.9992630956, 37.566755096), (126.9950028106, 37.5705085843), (126.999086592, 37.57081167375), (126.9937893395, 37.5686091615), (126.993785482, 37.5683611799), (126.9971440802, 37.5686776061), (126.9964924987, 37.5688576315), (126.9998214525, 37.5693781242)]"
5984,청계4가.세운교,0,서울특별시,종로구,종로1.2.3.4가동,"(126.9964924987, 37.5688576315)",1,"[(126.9965431, 37.5665287)]",9,"[(126.9978384311, 37.5695021129), (126.9962218644, 37.5666038467), (126.9968402973, 37.5664971393), (126.9950028106, 37.5705085843), (126.9937893395, 37.5686091615), (126.993785482, 37.5683611799), (126.9971440802, 37.5686776061), (126.9964924987, 37.5688576315), (126.9998214525, 37.5693781242)]"
5985,청계5가.광장시장,0,서울특별시,종로구,종로1.2.3.4가동,"(126.9998214525, 37.5693781242)",1,"[(127.0019512, 37.571031)]",13,"[(126.9978384311, 37.5695021129), (127.0022525478, 37.5679533421), (127.0020488136, 37.5678111328), (126.9992630956, 37.566755096), (127.0020674817, 37.5705560731), (127.0019716625, 37.5714220587), (126.999086592, 37.57081167375), (127.0000158599, 37.5707777845), (126.9971440802, 37.5686776061), (126.9964924987, 37.5688576315), (126.9998214525, 37.5693781242), (127.0006385759, 37.5692504249), (127.0028494203, 37.5697520006)]"
5986,청계5가.방산시장,0,서울특별시,중구,을지로동,"(127.0006385759, 37.5692504249)",1,"[(127.0019512, 37.571031)]",11,"[(126.9978384311, 37.5695021129), (127.0022525478, 37.5679533421), (127.0020488136, 37.5678111328), (127.0011069759, 37.5667239207), (127.0020674817, 37.5705560731), (127.0019716625, 37.5714220587), (126.999086592, 37.57081167375), (127.0000158599, 37.5707777845), (126.9998214525, 37.5693781242), (127.0006385759, 37.5692504249), (127.0028494203, 37.5697520006)]"
5987,청계6가.동대문시장,0,서울특별시,종로구,종로5.6가동,"(127.0028494203, 37.5697520006)",1,"[(127.0019512, 37.571031)]",10,"[(127.0022525478, 37.5679533421), (127.0020488136, 37.5678111328), (127.0020674817, 37.5705560731), (127.0019716625, 37.5714220587), (127.0000158599, 37.5707777845), (127.004589101, 37.5710347962), (126.9998214525, 37.5693781242), (127.0006385759, 37.5692504249), (127.0028494203, 37.5697520006), (127.0044818377, 37.5694979957)]"
5988,청계6가.버들다리,0,서울특별시,종로구,종로5.6가동,"(127.0080442227, 37.5698382937)",1,"[(127.0094409, 37.5706271)]",4,"[(127.0085128985, 37.5717853606), (127.0062452076, 37.5711646171), (127.0080442227, 37.5698382937), (127.0090249711, 37.5696086782)]"
5989,청계6가.오간수교,0,서울특별시,중구,광희동,"(127.0090249711, 37.5696086782)",1,"[(127.0094409, 37.5706271)]",4,"[(127.0085128985, 37.5717853606), (127.01070468805, 37.56800377095), (127.0080442227, 37.5698382937), (127.0090249711, 37.5696086782)]"
5990,청계6가.평화시장,0,서울특별시,중구,을지로동,"(127.0044818377, 37.5694979957)",1,"[(127.0019512, 37.571031)]",8,"[(127.0062452076, 37.5711646171), (127.0022525478, 37.5679533421), (127.0020488136, 37.5678111328), (127.00517588963334, 37.57177493506666), (127.0020674817, 37.5705560731), (127.004589101, 37.5710347962), (127.0028494203, 37.5697520006), (127.0044818377, 37.5694979957)]"
5991,청계7가.동평화.청평화시장,0,서울특별시,중구,신당동,"(127.0138487782, 37.5696262824)",0,[],7,"[(127.0134620695, 37.5722800814), (127.0157039975, 37.5717893035), (127.0145779367, 37.5679626705), (127.0158931315, 37.5683563106), (127.0160142109, 37.5686877388), (127.0138487782, 37.5696262824), (127.0129568654, 37.5699186017)]"
5992,청계7가.맑은내다리,0,서울특별시,종로구,창신1동,"(127.0129568654, 37.5699186017)",0,[],7,"[(127.0124927764, 37.5721671928), (127.01070468805, 37.56800377095), (127.0117451146, 37.5719880517), (127.0134620695, 37.5722800814), (127.0145779367, 37.5679626705), (127.0138487782, 37.5696262824), (127.0129568654, 37.5699186017)]"
5993,청계8가.영도교,0,서울특별시,종로구,창신1동,"(127.01851053865, 37.5708208144)",0,[],2,"[(127.0157039975, 37.5717893035), (127.01851053865, 37.5708208144)]"
5994,청계8가.황학교,0,서울특별시,종로구,숭인2동,"(127.0227587436, 37.5720242074)",0,[],6,"[(127.0233587167, 37.5737439286), (127.0232019754, 37.5743885428), (127.0227587436, 37.5720242074), (127.0254695345, 37.5709089902), (127.023533894, 37.5700501036), (127.02276011415, 37.57132764815)]"
5995,청계9가.비우당교,0,서울특별시,동대문구,용신동,"(127.0254695345, 37.5709089902)",0,[],7,"[(127.02587726602, 37.56976294974), (127.0265653842, 37.5701571296), (127.0227587436, 37.5720242074), (127.0254695345, 37.5709089902), (127.0260004298, 37.5689067331), (127.023533894, 37.5700501036), (127.02276011415, 37.57132764815)]"
5996,청계벽산아파트,0,서울특별시,성동구,왕십리도선동,"(127.0303063009, 37.568266037)",0,[],9,"[(127.0277620046, 37.5670168554), (127.0307609218, 37.5666933608), (127.0280043343, 37.567121622), (127.0271519873, 37.5672746588), (127.0303063009, 37.568266037), (127.0302566471, 37.56844473795), (127.0293677681, 37.5668866065), (127.0284969628, 37.5695344087), (127.0316031, 37.5687855)]"
5997,청계벽산아파트.텐즈힐아파트,0,서울특별시,성동구,왕십리도선동,"(127.0302566471, 37.56844473795)",0,[],8,"[(127.0277620046, 37.5670168554), (127.0307609218, 37.5666933608), (127.0280043343, 37.567121622), (127.0303063009, 37.568266037), (127.0302566471, 37.56844473795), (127.0293677681, 37.5668866065), (127.0284969628, 37.5695344087), (127.0316031, 37.5687855)]"
5998,청계산.원터골,0,서울특별시,서초구,양재2동,"(127.05768245225, 37.444672881)",0,[],1,"[(127.05768245225, 37.444672881)]"
5999,청계산입구역,0,서울특별시,서초구,내곡동,"(127.0546159305, 37.4489631844)",0,[],2,"[(127.0557865401, 37.4472957186), (127.0546159305, 37.4489631844)]"
6000,청계장원아파트,0,서울특별시,성동구,마장동,"(127.0448700395, 37.5692923777)",1,"[(127.0454382, 37.5706952)]",8,"[(127.0455117755, 37.56798546255), (127.0444218556, 37.5670586199), (127.0446047353, 37.5672933147), (127.0431668658, 37.5700985807), (127.0480774845, 37.56939940525), (127.0470355782, 37.570763387), (127.04450662575, 37.5717252052), (127.0448700395, 37.5692923777)]"
6001,청계초등학교,0,서울특별시,노원구,중계2.3동,"(127.0669992881, 37.6445265547)",1,"[(127.0661, 37.64700089999999)]",5,"[(127.0670534638, 37.64467212), (127.0654180083, 37.6460466232), (127.06385928425, 37.645551695025), (127.0648650883, 37.6457948167), (127.0669992881, 37.6445265547)]"
6002,청과시장2,0,서울특별시,강서구,발산1동,"(126.8211934162, 37.5518721091)",0,[],3,"[(126.8189211111, 37.55268130765), (126.8211934162, 37.5518721091), (126.82199, 37.554069)]"
6003,청구빌라,0,서울특별시,종로구,평창동,"(126.9569707206, 37.6046124743)",0,[],6,"[(126.9587519429, 37.606703668), (126.9575412815, 37.6052188552), (126.9574081227, 37.60405187575), (126.9571666115, 37.6020376855), (126.9575958922, 37.60337381435), (126.9569707206, 37.6046124743)]"
6004,청구빌라.연촌초등학교,0,서울특별시,노원구,하계1동,"(127.07160846005, 37.6351579976)",1,"[(127.0685278, 37.6352525)]",6,"[(127.07160846005, 37.6351579976), (127.07232451605, 37.6329411593), (127.0688318765, 37.6348121257), (127.0691715275, 37.6363888428), (127.06851359013336, 37.6359255767), (127.07044253336666, 37.63762781533333)]"
6005,청구성심병원,0,서울특별시,은평구,갈현1동,"(126.9193355239, 37.6210179815)",1,"[(126.9208532, 37.6189322)]",7,"[(126.91647659125, 37.620783541250006), (126.9187552674, 37.62334967105), (126.9199273057, 37.6226388827), (126.9190961835, 37.6231949543), (126.9203571483, 37.6189719263), (126.9193355239, 37.6210179815), (126.9193849566, 37.6203245124)]"
6006,청구성심병원후문,0,서울특별시,은평구,갈현1동,"(126.9193849566, 37.6203245124)",1,"[(126.9208532, 37.6189322)]",10,"[(126.91647659125, 37.620783541250006), (126.9171889973, 37.6183681456), (126.9199273057, 37.6226388827), (126.92218258578, 37.61943056114), (126.9198472676, 37.617908191850006), (126.91986357375, 37.61793366165), (126.9213542187, 37.61882413775), (126.9203571483, 37.6189719263), (126.9193355239, 37.6210179815), (126.9193849566, 37.6203245124)]"
6007,청구아파트,0,서울특별시,도봉구,방학3동,"(127.02648327465, 37.65755599595)",0,[],12,"[(127.0293884934, 37.6576723024), (127.0251576563, 37.6593902394), (127.02759966755, 37.65893581285), (127.0278117083, 37.6592066401), (127.0277616626, 37.658693172), (127.024867, 37.657521), (127.0242708967, 37.657400826), (127.0282971759, 37.6577046066), (127.02793313845, 37.656082121050005), (127.02874190135, 37.65768466205), (127.0241999557, 37.6573965631), (127.02648327465, 37.65755599595)]"
6008,청구아파트.동아한신아파트,0,서울특별시,구로구,고척1동,"(126.8644864239, 37.5005475437)",0,[],9,"[(126.8640156242, 37.5026296313), (126.8622734291, 37.5008494082), (126.86355788335, 37.5005991265), (126.8675138962, 37.4995137957), (126.8664432467, 37.500269293), (126.8653429064, 37.501300854), (126.8644864239, 37.5005475437), (126.8633797486, 37.5011011579), (126.8645105534, 37.5019709174)]"
6009,청구아파트.참누리아파트,0,서울특별시,마포구,성산2동,"(126.9029900675, 37.57404309765)",0,[],2,"[(126.9048549638, 37.57533503455), (126.9029900675, 37.57404309765)]"
6010,청구아파트앞,0,서울특별시,광진구,광장동,"(127.09648615345, 37.54288087685)",0,[],3,"[(127.0948093806, 37.54221695555), (127.0934401426, 37.5433851787), (127.09648615345, 37.54288087685)]"
6011,청구아파트후문,0,서울특별시,구로구,고척1동,"(126.8633797486, 37.5011011579)",0,[],11,"[(126.8640156242, 37.5026296313), (126.8622734291, 37.5008494082), (126.8620480153, 37.50338819963333), (126.86355788335, 37.5005991265), (126.8664432467, 37.500269293), (126.8604272259, 37.50114523295), (126.8636251809, 37.5035381038), (126.8653429064, 37.501300854), (126.8644864239, 37.5005475437), (126.8633797486, 37.5011011579), (126.8645105534, 37.5019709174)]"
6012,청구역,0,서울특별시,중구,청구동,"(127.0144536551, 37.55997104105)",1,"[(127.0138712, 37.5603474)]",3,"[(127.01309095905, 37.55911507565), (127.01511014305, 37.56255023705), (127.0144536551, 37.55997104105)]"
6013,청기와빌라,0,서울특별시,마포구,망원2동,"(126.90439381765, 37.5607314945)",0,[],5,"[(126.90239007875, 37.56261300315), (126.90606238425, 37.5605198629), (126.90298272535, 37.5600844321), (126.90331005205, 37.5591623334), (126.90439381765, 37.5607314945)]"
6014,청년회의소,0,서울특별시,동대문구,장안1동,"(127.0612991303, 37.5620313818)",1,"[(127.0641457, 37.5619906)]",4,"[(127.0612991303, 37.5620313818), (127.0604786789, 37.5619517316), (127.0615051151, 37.5620014137), (127.0584496965, 37.5634276604)]"
6015,청년회의소.서울새활용플라자,0,서울특별시,성동구,용답동,"(127.0604786789, 37.5619517316)",0,[],4,"[(127.0612991303, 37.5620313818), (127.0604786789, 37.5619517316), (127.0615051151, 37.5620014137), (127.0584496965, 37.5634276604)]"
6016,청년회의소앞,0,서울특별시,동대문구,장안1동,"(127.0615051151, 37.5620014137)",1,"[(127.0641457, 37.5619906)]",3,"[(127.0612991303, 37.5620313818), (127.0604786789, 37.5619517316), (127.0615051151, 37.5620014137)]"
6017,청담2치안센터,0,서울특별시,강남구,청담동,"(127.0479814042, 37.52319371815)",0,[],2,"[(127.0479814042, 37.52319371815), (127.0504342477, 37.5246083879)]"
6018,청담고시원,0,서울특별시,관악구,서림동,"(126.9407941266, 37.4709766666)",0,[],6,"[(126.9375980491, 37.4705248437), (126.9381665384, 37.4705798059), (126.94159068045, 37.4708063474), (126.93820108725, 37.47092377695), (126.9407941266, 37.4709766666), (126.93975873735, 37.4704052057)]"
6019,청담동래미안아파트,0,서울특별시,강남구,청담동,"(127.0428409183, 37.5175033471)",0,[],5,"[(127.04048900695, 37.517612326775), (127.04195172365, 37.51542420985), (127.0425828511, 37.5173293756), (127.0428409183, 37.5175033471), (127.0420799, 37.5163592)]"
6020,청담동성당앞,0,서울특별시,강남구,청담동,"(127.0493648447, 37.5203105601)",1,"[(127.0492085, 37.518721)]",4,"[(127.0476867112, 37.51830711225), (127.0523141802, 37.5191010412), (127.0493648447, 37.5203105601), (127.0499673538, 37.5194885827)]"
6021,청담역,0,서울특별시,강남구,삼성2동,"(127.05082, 37.517466)",1,"[(127.0492085, 37.518721)]",5,"[(127.0476867112, 37.51830711225), (127.05201993305, 37.51537136595), (127.0523141802, 37.5191010412), (127.05082, 37.517466), (127.0499673538, 37.5194885827)]"
6022,청담역.경기고교,0,서울특별시,강남구,삼성1동,"(127.0567867636, 37.519966285675)",0,[],3,"[(127.056404146, 37.520832794), (127.0566928769, 37.5209884833), (127.0567867636, 37.519966285675)]"
6023,청담천주교회,0,서울특별시,강남구,청담동,"(127.0499673538, 37.5194885827)",2,"[(127.0472197, 37.51820379999999), (127.0492085, 37.518721)]",5,"[(127.0476867112, 37.51830711225), (127.0523141802, 37.5191010412), (127.0493648447, 37.5203105601), (127.05082, 37.517466), (127.0499673538, 37.5194885827)]"
6024,청담초등학교,0,서울특별시,강남구,청담동,"(127.04506019, 37.5266622486)",0,[],2,"[(127.04506019, 37.5266622486), (127.0451104214, 37.5265176387)]"
6025,청담초등학교앞,0,서울특별시,강남구,청담동,"(127.0451104214, 37.5265176387)",0,[],2,"[(127.04506019, 37.5266622486), (127.0451104214, 37.5265176387)]"
6026,청덕초교,0,서울특별시,성북구,정릉3동,"(127.0001124058, 37.6085600599)",0,[],5,"[(127.0023191943, 37.6078266066), (127.0000428924, 37.61122163985), (127.0030571894, 37.6076441092), (127.0001124058, 37.6085600599), (126.9991578864, 37.6087638371)]"
6027,청덕초등학교,0,서울특별시,성북구,정릉3동,"(126.9991578864, 37.6087638371)",0,[],4,"[(127.0023191943, 37.6078266066), (127.0000428924, 37.61122163985), (127.0001124058, 37.6085600599), (126.9991578864, 37.6087638371)]"
6028,청량리.청과물도매시장,0,서울특별시,동대문구,제기동,"(127.0406921658, 37.5788207952)",1,"[(127.0388686, 37.5785639)]",7,"[(127.038367373, 37.5799615541), (127.04335119075, 37.5783306095), (127.04276858956666, 37.57734576165), (127.0408458528, 37.5786941274), (127.0406921658, 37.5788207952), (127.0418650038, 37.5790131929), (127.038104, 37.577201)]"
6029,청량리미주상가앞,0,서울특별시,동대문구,전농1동,"(127.04746063385, 37.5819286794)",1,"[(127.0456612, 37.58089349999999)]",6,"[(127.04746063385, 37.5819286794), (127.0484429381, 37.5827855855), (127.0456002355, 37.58044708255), (127.0455900558, 37.58048376803333), (127.04474292765, 37.58164448215), (127.048958, 37.581381)]"
6030,청량리미주아파트.동대문세무서,0,서울특별시,동대문구,청량리동,"(127.0484429381, 37.5827855855)",0,[],4,"[(127.05054334785, 37.5845155908), (127.04746063385, 37.5819286794), (127.0484429381, 37.5827855855), (127.048958, 37.581381)]"
6031,청량리소화물취급소,0,서울특별시,동대문구,전농1동,"(127.05124517875, 37.5805646739)",0,[],4,"[(127.04983625585, 37.5788034473), (127.05233085255, 37.581923126700005), (127.05124517875, 37.5805646739), (127.048958, 37.581381)]"
6032,청량리역환승센타,0,서울특별시,동대문구,전농1동,"(127.0456002355, 37.58044708255)",1,"[(127.0456612, 37.58089349999999)]",4,"[(127.04746063385, 37.5819286794), (127.0456002355, 37.58044708255), (127.0455900558, 37.58048376803333), (127.04474292765, 37.58164448215)]"
6033,청량리역환승센터,0,서울특별시,동대문구,전농1동,"(127.0455900558, 37.58048376803333)",1,"[(127.0456612, 37.58089349999999)]",4,"[(127.04746063385, 37.5819286794), (127.0456002355, 37.58044708255), (127.0455900558, 37.58048376803333), (127.04474292765, 37.58164448215)]"
