,name,subway,시도,시군구,읍면동,coord,sub_count,sub_list,bus_count,bus_list
0,가락시장,1,서울특별시,송파구,가락1동,"(127.1182155, 37.4929144)",1,"[(127.1182155, 37.4929144)]",3,"[(127.11674246738, 37.49461173018), (127.1196649529, 37.492861626), (127.1198949418, 37.4931164216)]"
1,가산디지털단지,1,서울특별시,금천구,가산동,"(126.8822401, 37.4824123)",1,"[(126.8822401, 37.4824123)]",9,"[(126.8798394629, 37.4835628112), (126.88301698406364, 37.48098682711818), (126.8811766446, 37.4813580466), (126.8814482716, 37.480922786), (126.8841012578, 37.4807934165), (126.8850573087, 37.4811450963), (126.8801947943, 37.4833441903), (126.883995, 37.480651), (126.883995, 37.480651)]"
2,가양,1,서울특별시,강서구,가양2동,"(126.8539972, 37.5617576)",1,"[(126.8539972, 37.5617576)]",12,"[(126.8556895138, 37.561862827), (126.85265583165, 37.5639844584), (126.8550610541, 37.5642788368), (126.85424780695, 37.5592286656), (126.85369525825, 37.561821340600005), (126.8565633389, 37.5603875036), (126.8564329524, 37.5603165481), (126.8529839006, 37.5613391963), (126.8528632774, 37.561300724), (126.850795794, 37.5617903895), (126.851396905, 37.5621095978), (126.8521262525, 37.5616577156)]"
3,가좌,1,서울특별시,서대문구,남가좌1동,"(126.9151667, 37.5688828)",1,"[(126.9151667, 37.5688828)]",10,"[(126.915396626, 37.5679408681), (126.9152459122, 37.5681928654), (126.9131955449, 37.5707453996), (126.9152207304, 37.5689408321), (126.91431677933332, 37.569537437633336), (126.91825822965, 37.567857412), (126.9118741272, 37.5694124936), (126.91359781925, 37.56652658785), (126.9170110662, 37.5689465564), (126.9128992, 37.5691523)]"
4,강남,1,서울특별시,강남구,역삼1동,"(127.0281806, 37.4970559)",1,"[(127.0281806, 37.4970559)]",11,"[(127.0271383954, 37.4992255638), (127.02791652498, 37.49808170468), (127.0265568443, 37.4977090289), (127.0266304927, 37.497732613), (127.0278811796, 37.497012435), (127.0290810871, 37.4982746161), (127.02966242535, 37.4986819561), (127.0289856171, 37.4946855227), (127.027893653, 37.4969872035), (127.0287560434, 37.4954915025), (127.026364, 37.499237)]"
5,강남구청,1,서울특별시,강남구,삼성2동,"(127.0472197, 37.51820379999999)",2,"[(127.0472197, 37.51820379999999), (127.0492085, 37.518721)]",2,"[(127.0476867112, 37.51830711225), (127.0499673538, 37.5194885827)]"
6,강동,1,서울특별시,강동구,천호3동,"(127.1341277, 37.5357787)",1,"[(127.1341277, 37.5357787)]",6,"[(127.13532256705, 37.53741684625), (127.13218706545, 37.53589561395), (127.1307893247, 37.5362118233), (127.1321018501, 37.5360328892), (127.136791352725, 37.534440319375), (127.1338151395, 37.5342320629)]"
7,강동구청,1,서울특별시,강동구,암사2동,"(127.1273649, 37.549748)",2,"[(127.1273649, 37.549748), (127.128209, 37.5511669)]",4,"[(127.1277325539, 37.55078950515), (127.1273829196, 37.5496336213), (127.1276704909, 37.5508326562), (127.1282830813, 37.54973606415)]"
8,강변,1,서울특별시,광진구,구의3동,"(127.0945451, 37.5353816)",1,"[(127.0945451, 37.5353816)]",7,"[(127.09473911925, 37.53631869635), (127.09380307935, 37.53603493645), (127.0920468874, 37.5353125577), (127.0920592455, 37.5344953121), (127.0959503785, 37.5371322994), (127.0939623138, 37.5364701968), (127.09385688195, 37.5365713168)]"
9,개롱,1,서울특별시,송파구,가락2동,"(127.13382, 37.4985573)",1,"[(127.13382, 37.4985573)]",7,"[(127.1324835959, 37.4992481293), (127.131913503, 37.4995595052), (127.1353325853, 37.4977336448), (127.1358633194, 37.4999709276), (127.1330680597, 37.4991191503), (127.1359026997, 37.4976115396), (127.1359273655, 37.4998470676)]"
10,개봉,1,서울특별시,구로구,개봉1동,"(126.859724, 37.4949138)",1,"[(126.859724, 37.4949138)]",5,"[(126.85784218978571, 37.49451157941429), (126.858337, 37.493765), (126.8606080222, 37.4968204517), (126.8620548891, 37.496454217), (126.858504, 37.494698)]"
11,개포동,1,서울특별시,강남구,개포2동,"(127.0696789, 37.48997809999999)",1,"[(127.0696789, 37.48997809999999)]",4,"[(127.0705330355, 37.4900551607), (127.06840513205, 37.4894551521), (127.0705610867, 37.4901261199), (127.0682635, 37.489438)]"
12,개화,1,서울특별시,강서구,방화2동,"(126.7956643, 37.5806936)",1,"[(126.7956643, 37.5806936)]",1,"[(126.798410445, 37.5820297319)]"
13,개화산,1,서울특별시,강서구,방화2동,"(126.8057586, 37.5723147)",1,"[(126.8057586, 37.5723147)]",2,"[(126.80608302935, 37.57256355915), (126.8043232293, 37.5706597602)]"
14,거여,1,서울특별시,송파구,거여1동,"(127.1420247, 37.494248)",1,"[(127.1420247, 37.494248)]",5,"[(127.1426570685, 37.4940430558), (127.144833628, 37.4942920625), (127.1448647534, 37.4940771512), (127.1440833765, 37.4925345752), (127.1424489566, 37.4939688623)]"
15,건대입구,1,서울특별시,광진구,화양동,"(127.0690315, 37.54081559999999)",1,"[(127.0690315, 37.54081559999999)]",4,"[(127.0701002081, 37.53882717295), (127.069856929025, 37.5418559547), (127.0715617177, 37.5420823612), (127.0711804057, 37.54111889965)]"
16,경복궁,1,서울특별시,종로구,사직동,"(126.9732554, 37.5753941)",1,"[(126.9732554, 37.5753941)]",4,"[(126.97200998716666, 37.57671199803333), (126.97012218605, 37.57617654645), (126.9714954531, 37.5759010413), (126.97542580475, 37.57415439179999)]"
17,경찰병원,1,서울특별시,송파구,가락본동,"(127.1256378, 37.49826669999999)",1,"[(127.1256378, 37.49826669999999)]",4,"[(127.12681133885, 37.49883986265), (127.1260745807, 37.4984348876), (127.1230730231, 37.4999826063), (127.12473486105, 37.50039518435)]"
18,고덕,1,서울특별시,강동구,고덕1동,"(127.153855, 37.5556254)",2,"[(127.153855, 37.5556254), (127.1569719, 37.5546735)]",4,"[(127.1565513496, 37.5545561392), (127.15549385105, 37.555246444), (127.1531794454, 37.5554994863), (127.1519969244, 37.55476419805)]"
19,고려대,1,서울특별시,성북구,안암동,"(127.0361167, 37.5905398)",1,"[(127.0361167, 37.5905398)]",7,"[(127.0349190878, 37.5884912484), (127.0330897535, 37.59133361585), (127.03673970825, 37.589091508950006), (127.0364057011, 37.5904817435), (127.0347492384, 37.5881642203), (127.0356957883, 37.5924635577), (127.035660064, 37.59252221)]"
20,고속터미널,1,서울특별시,서초구,반포4동,"(127.0048756, 37.5048493)",1,"[(127.0048756, 37.5048493)]",9,"[(127.0068288823, 37.5065699182), (127.00618267063334, 37.50608896733333), (127.0067658952, 37.5065488752), (127.0030560717, 37.5053987653), (127.0019536338, 37.5037041117), (127.0055499914, 37.5028819916), (127.0062505502, 37.5033097796), (127.0033421421, 37.5057468023), (127.0032182287, 37.5054475749)]"
21,공덕,1,서울특별시,마포구,도화동,"(126.9511883, 37.5430115)",1,"[(126.9511883, 37.5430115)]",12,"[(126.95357001675, 37.5443964599), (126.95116920073332, 37.543951297266666), (126.9531309736, 37.5444258914), (126.953575703875, 37.54160258435), (126.9493499924, 37.5447332983), (126.9530725157, 37.5429842733), (126.95181665535, 37.5443519247), (126.9507504721, 37.5423591935), (126.95162170245, 37.5421632043), (126.949255, 37.544503), (126.951576, 37.54322), (126.9478595, 37.5429247)]"
22,공릉,1,서울특별시,노원구,공릉1동,"(127.0727485, 37.625762)",1,"[(127.0727485, 37.625762)]",7,"[(127.07194044435, 37.6251010195), (127.07094008605, 37.62688158675), (127.0714673545, 37.62531154085), (127.07394832273332, 37.6259999482), (127.0726012934, 37.6265214174), (127.0725053256, 37.6263839212), (127.07580116465, 37.62679947385)]"
23,공항시장,1,서울특별시,강서구,공항동,"(126.8105856, 37.5636053)",2,"[(126.8105856, 37.5636053), (126.810506, 37.5614789)]",4,"[(126.8108737845, 37.5638624859), (126.80899158045, 37.56244266545), (126.811450181, 37.5647148358), (126.8104246818, 37.561373125328565)]"
24,광나루,1,서울특별시,광진구,광장동,"(127.1035032, 37.54517)",1,"[(127.1035032, 37.54517)]",5,"[(127.1033710811, 37.54553041505), (127.10302364145, 37.5437431659), (127.10239139885, 37.54698053165), (127.1052925495, 37.5460907194), (127.103067, 37.5448436)]"
25,광운대,1,서울특별시,노원구,월계1동,"(127.0622569, 37.6234098)",1,"[(127.0622569, 37.6234098)]",2,"[(127.06168069475, 37.622776307825), (127.06002104035, 37.6228553677)]"
26,광화문,1,서울특별시,종로구,종로1.2.3.4가동,"(126.976902, 37.5724321)",1,"[(126.976902, 37.5724321)]",5,"[(126.9772022826, 37.5724045047), (126.97591203268333, 37.56992932805), (126.9772155872, 37.571900094), (126.97670690706668, 37.57274601936667), (126.97542580475, 37.57415439179999)]"
27,광흥창,1,서울특별시,마포구,서강동,"(126.9320121, 37.5477111)",1,"[(126.9320121, 37.5477111)]",10,"[(126.9317214055, 37.54750176486667), (126.93217002255, 37.548151593325), (126.9321867092, 37.5495557585), (126.93291595195, 37.5496789944), (126.932449918, 37.54541454755), (126.93016733245, 37.5479750886), (126.9336240667, 37.550070866), (126.9342794483, 37.5473874823), (126.932708649, 37.54538609285), (126.9314592212, 37.549302813050005)]"
28,교대,1,서울특별시,서초구,서초4동,"(127.017338, 37.4948744)",1,"[(127.017338, 37.4948744)]",7,"[(127.0145718191, 37.4940683559), (127.0146975779, 37.4938797757), (127.019943145, 37.495560321), (127.0197030227, 37.4961359946), (127.0187712425, 37.4955335177), (127.0151722537, 37.4940263356), (127.0158789726, 37.4943891487)]"
29,구로,1,서울특별시,구로구,구로5동,"(126.8821545, 37.5025798)",1,"[(126.8821545, 37.5025798)]",4,"[(126.8825739599, 37.5018671419), (126.8791782442, 37.503509882900005), (126.88241659633331, 37.5038382663), (126.88282609935, 37.5003539707)]"
30,구로디지털단지,1,서울특별시,구로구,구로3동,"(126.9010775, 37.485363)",1,"[(126.9010775, 37.485363)]",4,"[(126.8999983004, 37.4830982769), (126.90240199941248, 37.484031615525), (126.90202598015, 37.48460347095), (126.9006060798, 37.4828576712)]"
31,구룡,1,서울특별시,강남구,개포2동,"(127.0579076, 37.4868846)",1,"[(127.0579076, 37.4868846)]",4,"[(127.0570882865, 37.4860997871), (127.0585649939, 37.4843138374), (127.05914929065, 37.48613360365), (127.0571626489, 37.4858004529)]"
32,구반포,1,서울특별시,서초구,반포본동,"(126.9861934, 37.5016398)",1,"[(126.9861934, 37.5016398)]",1,"[(126.986551, 37.501138)]"
33,구산,1,서울특별시,은평구,구산동,"(126.9168036, 37.611152)",1,"[(126.9168036, 37.611152)]",7,"[(126.917473734, 37.6116655944), (126.918127982, 37.6107957476), (126.91734448385, 37.61041286865), (126.9169878166, 37.6107347585), (126.9173678461, 37.61210523), (126.917791567, 37.6108889917), (126.9144026486, 37.6127624265)]"
34,구의,1,서울특별시,광진구,구의1동,"(127.0890292, 37.5380692)",1,"[(127.0890292, 37.5380692)]",6,"[(127.0908228881, 37.5379848095), (127.08922700015, 37.5382494791), (127.0879931323, 37.5376657993), (127.0882468908, 37.5376220052), (127.0896511085, 37.5403059696), (127.0897111252, 37.5402920346)]"
35,구일,1,서울특별시,구로구,구로1동,"(126.8719888, 37.4972421)",1,"[(126.8719888, 37.4972421)]",4,"[(126.8722239252, 37.4953499886), (126.8739050555, 37.495719504), (126.8733869098, 37.4954735202), (126.874901877, 37.4968293439)]"
36,구파발,1,서울특별시,은평구,진관동,"(126.9185478, 37.6375796)",1,"[(126.9185478, 37.6375796)]",3,"[(126.91878318266669, 37.6366763683), (126.9188937698, 37.6367612366), (126.91696065175, 37.6366422133)]"
37,국회의사당,1,서울특별시,영등포구,여의동,"(126.9185594, 37.5273906)",1,"[(126.9185594, 37.5273906)]",4,"[(126.91816355614, 37.52952601088), (126.9176121282, 37.5282281884), (126.9179115152, 37.5281349845), (126.9208781684, 37.5279423737)]"
38,군자,1,서울특별시,광진구,능동,"(127.0805348, 37.5567294)",1,"[(127.0805348, 37.5567294)]",6,"[(127.07927771683336, 37.55673586773333), (127.08245246, 37.5560651252), (127.0815389967, 37.5561793641), (127.0775790025, 37.5560618233), (127.07881286285, 37.555916133), (127.0817148283, 37.5563479303)]"
39,굽은다리,1,서울특별시,강동구,명일1동,"(127.1431682, 37.5460516)",1,"[(127.1431682, 37.5460516)]",2,"[(127.14334340165, 37.5475991805), (127.1427120685, 37.54525211045)]"
40,금천구청,1,서울특별시,금천구,시흥1동,"(126.8941786, 37.4569435)",1,"[(126.8941786, 37.4569435)]",2,"[(126.89508649266666, 37.45616580986667), (126.8935490558, 37.4576109149)]"
41,금호,1,서울특별시,성동구,금호4가동,"(127.0165947, 37.5457828)",1,"[(127.0165947, 37.5457828)]",12,"[(127.01907882695, 37.54668462375), (127.016249631475, 37.548351750675), (127.0166130707, 37.548307264), (127.019062569, 37.5460282518), (127.0155287704, 37.54555817575), (127.0146562771, 37.54568983765), (127.0157338225, 37.5443660175), (127.0167559317, 37.5449301158), (127.0159082191, 37.5451558822), (127.0147069564, 37.5437828426), (127.01366363685, 37.54658067965), (127.0141611, 37.5451492)]"
42,길동,1,서울특별시,강동구,길동,"(127.1405618, 37.5408397)",3,"[(127.1405618, 37.5408397), (127.1405618, 37.5408397), (127.1405618, 37.5408397)]",3,"[(127.1399158618, 37.5410616209), (127.14196647655, 37.5432369048), (127.140731188, 37.53997158995)]"
43,길음,1,서울특별시,성북구,길음1동,"(127.023776, 37.6027723)",1,"[(127.023776, 37.6027723)]",9,"[(127.0239311972, 37.603400228400005), (127.02334103315, 37.60307501225), (127.022710192, 37.6032989787), (127.02243630175, 37.6049582076), (127.02511265228, 37.603652005460006), (127.0244099453, 37.6021161286), (127.02430658535, 37.60412762945), (127.0266013134, 37.60417396895), (127.0244725057, 37.6020310968)]"
44,김포공항,1,서울특별시,강서구,방화2동,"(126.8029919, 37.5650592)",1,"[(126.8029919, 37.5650592)]",2,"[(126.80149592548, 37.56529829816), (126.80621930065, 37.5644405101)]"
45,까치산,1,서울특별시,강서구,화곡8동,"(126.8462605, 37.5325387)",1,"[(126.8462605, 37.5325387)]",5,"[(126.84620180395, 37.5326042552), (126.8469324475, 37.531519178), (126.8463006453, 37.5322785685), (126.8461650875, 37.53366674725), (126.84435565015, 37.5304090321)]"
46,낙성대,1,서울특별시,관악구,행운동,"(126.965696, 37.4763633)",1,"[(126.965696, 37.4763633)]",4,"[(126.962931791375, 37.4773034852), (126.9654750252, 37.4763420666), (126.9665363919, 37.4757133437), (126.9642432548, 37.476087779)]"
47,남구로,1,서울특별시,구로구,구로4동,"(126.8863308, 37.4853202)",1,"[(126.8863308, 37.4853202)]",2,"[(126.8856194457, 37.4860922201), (126.88664712855, 37.484975221725)]"
48,남부터미널,1,서울특별시,서초구,서초1동,"(127.0153514, 37.48664360000001)",1,"[(127.0153514, 37.48664360000001)]",8,"[(127.0142415341, 37.4846572778), (127.0177753945, 37.4852815636), (127.0144161089, 37.4846904158), (127.0162016636, 37.4887641954), (127.013992324525, 37.4876187954), (127.0163947036, 37.4889091699), (127.0154509791, 37.4885743675), (127.01297921805, 37.4878502427)]"
49,남성,1,서울특별시,동작구,사당4동,"(126.9721327, 37.4839833)",1,"[(126.9721327, 37.4839833)]",5,"[(126.97115543753334, 37.48454144), (126.9741650507, 37.483684733450005), (126.9725282924, 37.4861828243), (126.9695135584, 37.4852363383), (126.97390343886669, 37.48340331916666)]"
50,남영,1,서울특별시,용산구,남영동,"(126.9712367, 37.5416244)",1,"[(126.9712367, 37.5416244)]",5,"[(126.9711802462, 37.54150806412), (126.9723674305, 37.5440139529), (126.9722973608, 37.5434564426), (126.97182031996664, 37.54382236186667), (126.96933869943332, 37.54057575553333)]"
51,남태령,1,서울특별시,서초구,방배2동,"(126.9892778, 37.4643771)",1,"[(126.9892778, 37.4643771)]",4,"[(126.9880861041, 37.465621102750006), (126.9884515, 37.4629079), (126.9884515, 37.4629079), (126.9884515, 37.4629079)]"
52,내방,1,서울특별시,서초구,방배4동,"(126.9932148, 37.4881269)",1,"[(126.9932148, 37.4881269)]",9,"[(126.99367596376663, 37.48697149556667), (126.9949938871, 37.4880700117), (126.9942653418, 37.4867275312), (126.9940607944, 37.486801333), (126.994734526, 37.488081925), (126.9948906114, 37.4880398962), (126.99177713715, 37.49053921875), (126.99259011175, 37.48924415625), (126.9922767, 37.4889288)]"
53,노들,1,서울특별시,동작구,노량진1동,"(126.9547675, 37.5140938)",1,"[(126.9547675, 37.5140938)]",6,"[(126.9544838649, 37.5123821611), (126.953343313, 37.5125341801), (126.952645, 37.51259), (126.9521460629, 37.5132433969), (126.95622144405, 37.51323927915), (126.95391521165, 37.51212792715)]"
54,노량진,1,서울특별시,동작구,노량진1동,"(126.9409046, 37.5135848)",1,"[(126.9409046, 37.5135848)]",4,"[(126.9401346748, 37.513014209), (126.93865383635, 37.513462421), (126.94304717665, 37.51373816316667), (126.9401217415, 37.5123760145)]"
55,노원,1,서울특별시,노원구,상계6.7동,"(127.0608068, 37.65350770000001)",1,"[(127.0608068, 37.65350770000001)]",10,"[(127.0615695313, 37.6544132775), (127.0636633104, 37.6548666608), (127.0584713692, 37.6538732074), (127.06143, 37.655828), (127.0595562874, 37.6553945766), (127.061729, 37.655991), (127.0625686742, 37.6547824107), (127.05885072695, 37.65381459715), (127.0610811881, 37.6521284789), (127.0609800353, 37.6531579286)]"
56,녹번,1,서울특별시,은평구,녹번동,"(126.9357561, 37.60107)",1,"[(126.9357561, 37.60107)]",3,"[(126.9369775525, 37.5992587287), (126.93439140224, 37.601464221), (126.9352252229, 37.6016322357)]"
57,녹사평,1,서울특별시,용산구,용산2가동,"(126.9855245, 37.5344442)",1,"[(126.9855245, 37.5344442)]",2,"[(126.98545649423332, 37.53496920086666), (126.98617551, 37.534998499050005)]"
58,녹천,1,서울특별시,도봉구,창1동,"(127.0509423, 37.6456347)",1,"[(127.0509423, 37.6456347)]",8,"[(127.0523038869, 37.6435236169), (127.05268869475, 37.6452391145), (127.0484814141, 37.6469050347), (127.0485762773, 37.6469802908), (127.05385498645, 37.6459360715), (127.0529615327, 37.64717215635), (127.04834445775, 37.645244638250006), (127.051406, 37.644599)]"
59,논현,1,서울특별시,강남구,논현2동,"(127.0317742, 37.5142998)",2,"[(127.0317742, 37.5142998), (127.0317742, 37.5142998)]",3,"[(127.02990063515, 37.51370928095), (127.0348110474, 37.515297212), (127.0301658165, 37.51510278566666)]"
60,답십리,1,서울특별시,성동구,용답동,"(127.0540869, 37.5655563)",1,"[(127.0540869, 37.5655563)]",8,"[(127.055213202, 37.5662014776), (127.0530511754, 37.5666468935), (127.0534879387, 37.5674752256), (127.0523791506, 37.5671346794), (127.05483793993334, 37.56540292426666), (127.0566241693, 37.5651508514), (127.0538687746, 37.5657915799), (127.0559865797, 37.5665458925)]"
61,당고개,1,서울특별시,노원구,상계3.4동,"(127.0793321, 37.670607)",1,"[(127.0793321, 37.670607)]",3,"[(127.0793464884, 37.6680183612), (127.08237002615, 37.67080836125), (127.08085675815, 37.6697814157)]"
62,당산,1,서울특별시,영등포구,당산2동,"(126.9021956, 37.5340246)",1,"[(126.9021956, 37.5340246)]",6,"[(126.8994297735, 37.5350292884), (126.90108112507274, 37.5339388844), (126.9014145512, 37.5332651689), (126.9022765611, 37.5346075544), (126.90350442185, 37.53311509305), (126.9027627178, 37.5333825893)]"
63,대림,1,서울특별시,구로구,구로4동,"(126.8947998, 37.4934315)",1,"[(126.8947998, 37.4934315)]",5,"[(126.8947555158, 37.49281027108572), (126.8965263135, 37.4926195884), (126.8942424275, 37.4943852562), (126.896927535, 37.49294214145), (126.8949615, 37.4925043)]"
64,대모산입구,1,서울특별시,강남구,개포2동,"(127.0736619, 37.4917142)",1,"[(127.0736619, 37.4917142)]",3,"[(127.07209572, 37.492197367), (127.07557475895, 37.4923303262), (127.0722868159, 37.4923424877)]"
65,대방,1,서울특별시,영등포구,신길7동,"(126.9257017, 37.51331)",1,"[(126.9257017, 37.51331)]",5,"[(126.9246746112125, 37.51312017825), (126.9273337064, 37.5147077946), (126.9274446335, 37.5130238494), (126.9277043086, 37.5130829629), (126.9275391654, 37.5129150083)]"
66,대청,1,서울특별시,강남구,개포3동,"(127.0795603, 37.4936578)",1,"[(127.0795603, 37.4936578)]",5,"[(127.0782775081, 37.493287296), (127.0792440457, 37.493281736), (127.08120582246666, 37.49145846693333), (127.0804487767, 37.4914707163), (127.0799595046, 37.4928624359)]"
67,대치,1,서울특별시,강남구,대치2동,"(127.063259, 37.4945267)",1,"[(127.063259, 37.4945267)]",10,"[(127.0615358593, 37.4938088824), (127.0642191813, 37.4927625425), (127.0641320264, 37.4925040497), (127.0621884473, 37.4939086925), (127.06431097646669, 37.4969429459), (127.0613509, 37.4964998), (127.0613509, 37.4964998), (127.063446, 37.494569), (127.063446, 37.494569), (127.0642598, 37.4938503)]"
68,대흥,1,서울특별시,마포구,대흥동,"(126.9415202, 37.5477187)",1,"[(126.9415202, 37.5477187)]",8,"[(126.9393250112, 37.549106573), (126.9416093131, 37.5464160467), (126.94171547683334, 37.54795882566667), (126.9422868839, 37.5481233979), (126.94307768605, 37.5458504003), (126.93904960023332, 37.54714308733333), (126.9426771165, 37.5487481188), (126.94397248305, 37.5469148657)]"
69,도곡,1,서울특별시,강남구,도곡2동,"(127.0549212, 37.490719)",1,"[(127.0549212, 37.490719)]",5,"[(127.0556133294, 37.4901303919), (127.0565131967, 37.4914131993), (127.0525143271, 37.4896705856), (127.0550171097, 37.491863891), (127.0545907704, 37.4925169956)]"
70,도림천,1,서울특별시,구로구,신도림동,"(126.8829718, 37.5142835)",1,"[(126.8829718, 37.5142835)]",3,"[(126.8852186731, 37.5163039735), (126.8832008998, 37.5131889399), (126.882059, 37.51284)]"
71,도봉,1,서울특별시,도봉구,도봉2동,"(127.0448981, 37.6752038)",1,"[(127.0448981, 37.6752038)]",7,"[(127.04436501855, 37.67413494015), (127.046959395, 37.674079635425), (127.0425227471, 37.67453096175), (127.048091468, 37.6759843267), (127.04490624605, 37.67726071685), (127.04366920645, 37.67706922365), (127.04419200705, 37.6730785187)]"
72,도봉산,1,서울특별시,도봉구,도봉2동,"(127.0466673, 37.6890338)",1,"[(127.0466673, 37.6890338)]",3,"[(127.04589716186666, 37.6891108112), (127.0440624615, 37.690004009), (127.04930258295, 37.68796979855)]"
73,독립문,1,서울특별시,서대문구,천연동,"(126.9561692, 37.5742169)",1,"[(126.9561692, 37.5742169)]",9,"[(126.95845419615, 37.57244175925), (126.9547696661, 37.5729858055), (126.9551924048, 37.5765294503), (126.95784816995, 37.57439673775), (126.95732270775, 37.57479404565), (126.9569936077, 37.57518850515), (126.9537198087, 37.5758574123), (126.95653543265, 37.5726809781), (126.9574713, 37.5751167)]"
74,독바위,1,서울특별시,은평구,불광1동,"(126.9328575, 37.6183762)",1,"[(126.9328575, 37.6183762)]",3,"[(126.9328928811, 37.6160514769), (126.9331183475, 37.61760414515), (126.93271411615, 37.6189269477)]"
75,독산,1,서울특별시,금천구,가산동,"(126.8892552, 37.4665133)",1,"[(126.8892552, 37.4665133)]",2,"[(126.8888806678, 37.46634954022), (126.891655611, 37.46653467665)]"
76,돌곶이,1,서울특별시,성북구,석관동,"(127.0571471, 37.6106056)",1,"[(127.0571471, 37.6106056)]",5,"[(127.0572363806, 37.610798330275), (127.0564838332, 37.6104997577), (127.05913270745, 37.608739683500005), (127.055614675, 37.61212142615), (127.059022852, 37.6119724842)]"
77,동대문,1,서울특별시,종로구,종로5.6가동,"(127.0094409, 37.5706271)",1,"[(127.0094409, 37.5706271)]",5,"[(127.0085128985, 37.5717853606), (127.0117451146, 37.5719880517), (127.0062452076, 37.5711646171), (127.0080442227, 37.5698382937), (127.0090249711, 37.5696086782)]"
78,동대문역사문화공원,1,서울특별시,중구,광희동,"(127.0085617, 37.56577430000001)",1,"[(127.0085617, 37.56577430000001)]",4,"[(127.00743403085, 37.5650585941), (127.0090167887, 37.56447124505), (127.00917654625, 37.5664233651), (127.0061178996, 37.56629294845)]"
79,동대입구,1,서울특별시,중구,장충동,"(127.0051127, 37.5592128)",1,"[(127.0051127, 37.5592128)]",6,"[(127.00472513768334, 37.559815025666666), (127.0054329618, 37.5581192384), (127.00409078848, 37.556664924580005), (127.00573852085, 37.5606517415), (127.0027220126, 37.5601814056), (127.00780657375, 37.55824193825)]"
80,동묘앞,1,서울특별시,종로구,숭인1동,"(127.0171394, 37.5735962)",1,"[(127.0171394, 37.5735962)]",6,"[(127.01833757226666, 37.5738067894), (127.0142449326, 37.5726953027), (127.0156640117, 37.5741819196), (127.0157039975, 37.5717893035), (127.0203787429, 37.5743812645), (127.0155867992, 37.5740922328)]"
81,동작,1,서울특별시,동작구,사당2동,"(126.9791108, 37.5022358)",1,"[(126.9791108, 37.5022358)]",1,"[(126.9767316662, 37.502801861875)]"
82,둔촌동,1,서울특별시,강동구,길동,"(127.1405618, 37.5408397)",3,"[(127.1405618, 37.5408397), (127.1405618, 37.5408397), (127.1405618, 37.5408397)]",3,"[(127.1399158618, 37.5410616209), (127.14196647655, 37.5432369048), (127.140731188, 37.53997158995)]"
83,둔촌오륜,1,서울특별시,송파구,오륜동,"(127.1230399, 37.5241901)",1,"[(127.1230399, 37.5241901)]",1,"[(127.1257905027, 37.5252084557)]"
84,등촌,1,서울특별시,강서구,등촌1동,"(126.8648199, 37.5511718)",1,"[(126.8648199, 37.5511718)]",3,"[(126.8631067715, 37.551922341), (126.8638419921, 37.54971358), (126.8634737724, 37.5489655525)]"
85,디지털미디어시티,1,서울특별시,은평구,수색동,"(126.8995155, 37.5780342)",1,"[(126.8995155, 37.5780342)]",2,"[(126.8985534672, 37.57687342845), (126.90079215291428, 37.577260010428574)]"
86,뚝섬,1,서울특별시,성동구,성수2가3동,"(127.0535209, 37.5463387)",1,"[(127.0535209, 37.5463387)]",5,"[(127.0542686153, 37.5458072531), (127.0554363756, 37.5482697567), (127.0501892529, 37.5458339106), (127.0543212773, 37.54503125495), (127.0546991362, 37.5448484954)]"
87,뚝섬유원지,1,서울특별시,광진구,자양3동,"(127.0670071, 37.5319488)",1,"[(127.0670071, 37.5319488)]",2,"[(127.0677144873, 37.533636266), (127.066613, 37.532)]"
88,마곡,1,서울특별시,강서구,공항동,"(126.8250576, 37.5602625)",1,"[(126.8250576, 37.5602625)]",6,"[(126.8252386238, 37.55819132145), (126.8269053439625, 37.56077358885), (126.825685287, 37.5598711622), (126.8228132, 37.5612346), (126.826919, 37.5619185), (126.825475, 37.559557)]"
89,마곡나루,1,서울특별시,강서구,가양1동,"(126.8263231, 37.5668379)",1,"[(126.8263231, 37.5668379)]",6,"[(126.82681210115, 37.566597287625), (126.8261995611, 37.5669855824), (126.8273287125, 37.5651464096), (126.8239051435, 37.5670587428), (126.8265611, 37.5669356), (126.823635, 37.567188)]"
90,마들,1,서울특별시,노원구,상계9동,"(127.0580605, 37.665073)",1,"[(127.0580605, 37.665073)]",7,"[(127.0557863957, 37.6643457691), (127.0574412372, 37.6653857528), (127.0563170426, 37.66619848875), (127.0573534575, 37.6665961001), (127.0598056124, 37.6648622202), (127.0588011123, 37.66410323083333), (127.061435227475, 37.664848976275)]"
91,마장,1,서울특별시,성동구,마장동,"(127.0427762, 37.5656912)",1,"[(127.0427762, 37.5656912)]",5,"[(127.0444218556, 37.5670586199), (127.0446047353, 37.5672933147), (127.042764246325, 37.56602022835), (127.0416605799, 37.5649377638), (127.0414423862, 37.5651653225)]"
92,마천,1,서울특별시,송파구,마천1동,"(127.151965, 37.4944505)",1,"[(127.151965, 37.4944505)]",3,"[(127.1498806297, 37.4956751155), (127.152199253, 37.493437428), (127.1526942822, 37.49294457035)]"
