역명,승차총승객수,x,y
남구로역6번출구,151889.0,37.4875706901,126.8884403265
남대문경찰서,259364.0,37.5538191493,126.9736347966
남대문세무서.서울백병원,1444329.0,37.5649827048,126.9874579937
남대문시장,377230.0,37.56122086516667,126.9791899781
남대문시장.회현역,2498084.0,37.5590285917,126.9791949811
남대문시장악세사리전문상가,393921.0,37.558573168,126.9759991814
남대문시장앞.이회영활동터,2434154.0,37.56037765,126.9762193
남명초교.신정3동주민센터,142374.0,37.5151242857,126.8550767754
남문교회,66887.0,37.47364967905,126.90600894065
남문시장입구,66782.0,37.4712084006,126.9008377097
남부교회,714956.0,37.498905509275005,126.885132254325
남부시장,1118775.0,37.5138811127,126.92181234485
남부여성발전센터,1413077.0,37.46248753423333,126.90455016296666
남부여성발전센터앞,430263.0,37.4626687703,126.905244708
남부종합상가,15705.0,37.4917314468,126.84249773030001
남부주유소,42373.0,37.4818889748,126.8463696146
남부지방법원등기국.구로세무서(에이스하이테크시티),2540442.0,37.51462257045,126.90150871355
남부초교앞,64651.0,37.4864175097,126.9223257794
남부초등학교,1244484.0,37.4833229548,126.9223053005
남부터미널,2366864.0,37.48323386328889,127.01650451865557
남부터미널.BC카드앞,129074.0,37.4846904158,127.0144161089
남부햄.제일빌딩,459547.0,37.52613781905,126.9088966432
남산3호터널,718775.0,37.55895837075,126.98270024345
남산교회입구,267759.0,37.54461114830001,126.98664062635001
남산도서관,1079803.0,37.5521957674,126.98133699265
남산북측순환로입구,85021.0,37.5506954106,126.998808215
남산서울타워,1189533.0,37.5511572043,126.9904431246
남산예술원,50641.0,37.5443296525,127.0021238802
남산체육관,241555.0,37.54262745865,126.99285430255
남산케이블카.남산산책로입구,65185.0,37.5552850097,126.9838858506
남서울농협남현동지점,1074468.0,37.4765042274,126.9772878102
남서울중학교.성보중고등학교,1613322.0,37.4828682465,126.9208025963
남서울힐스테이트.국립전통예술고,211636.0,37.4467485458,126.9034158507
남성아파트,69357.0,37.51301283,126.8923244125
남성역,807780.0,37.48454144,126.97115543753334
남성초등학교,130743.0,37.4843648986,126.9790353911
남성초등학교.사당청소년문화의집,158007.0,37.4861558961,126.97496647930001
남성초등학교입구,143777.0,37.4837201823,126.976942056
남양빌라,42958.0,37.6268649003,127.0284594499
남양아파트,58845.0,37.58916406,126.9383025961
남영동주민센터,83532.0,37.545606242649995,126.97589265139999
남영역,3244333.0,37.54150806412,126.97118024619999
남영우체국,465089.0,37.5452638664,126.9733774635
남이장군사당,77645.0,37.53678644765,126.958105927
남정초등학교,461161.0,37.5364525487,126.9635190115
남천초교마천동우방아파트앞,639872.0,37.4998462753,127.1518828036
남태령역,821450.0,37.465621102750006,126.9880861041
남한산성입구,500473.0,37.49082520979999,127.15709280799999
내곡동주민센터,85138.0,37.621629578,127.05466276355
내방역,1323254.0,37.48697149556667,126.99367596376665
내방역1번출구,19953.0,37.4880700117,126.9949938871
내방역2번출구,459913.0,37.4867275312,126.9942653418
내방역3번출구,486994.0,37.486801333,126.9940607944
내방역8번출구,25526.0,37.488081925,126.994734526
내방역제일병원,46.0,37.4880398962,126.9948906114
넓은들공원,133840.0,37.51103587845,126.83869768465
넓은마당,212643.0,37.601542402633335,126.98744170506666
네이처힐.LH서초아파트,114601.0,37.4603377699,127.0239328482
네이처힐3.4단지,647136.0,37.465339092,127.0262056988
네이처힐5단지,716824.0,37.4633362857,127.0238782087
노동부남부지청,45598.0,37.5253763837,126.8908751698
노동부남부지청.영등포세무서,22147.0,37.5247089706,126.8917472595
노들섬,527458.0,37.517460013299996,126.9587774618
노들역,3436892.0,37.512711489375,126.950487018325
노들역.노량진교회,5557.0,37.5123821611,126.9544838649
노들역4번출구앞,24057.0,37.5125341801,126.953343313
노들역5번출구,222947.0,37.5123051959,126.9521064855
노들역5번출구앞,84248.0,37.51259,126.952645
노들역앞,176195.0,37.5132433969,126.9521460629
노량진수산시장.CTS기독교TV,4903916.0,37.513462421,126.93865383635
노량진신한은행,352699.0,37.5121553015,126.9442352522
노량진역,12788056.0,37.51373816316667,126.94304717665
노량진한국법학교육원,629260.0,37.5123538851,126.9443038869
노룬산시장,464696.0,37.5395403468,127.0625863865
노룬산시장앞,827501.0,37.5376408582,127.06273894496667
노블발렌티웨딩홀,280877.0,37.51500614075,127.0647754691
노블치과.누네안과병원,142479.0,37.5009785218,127.0506805488
노원경찰서,560841.0,37.641825354,127.0723129965
노원경찰서.혜성여고,459534.0,37.6420528175,127.0723823886
노원고등학교,145410.0,37.661485413950004,127.05455177575
노원교,94344.0,37.679511375999994,127.0490492239
노원교.성대야구장,42096.0,37.6790542438,127.0494261349
노원구민체육센터,473825.0,37.647683643549996,127.07112145754999
노원구민회관,1085753.0,37.6394438999,127.0666020029
노원구청,1145306.0,37.654163427625,127.05748916225
노원구청앞,653821.0,37.6538732074,127.0584713692
노원문화예술회관.불암초등학교,498233.0,37.650339864550006,127.08057958395
노원문화원,114604.0,37.62852104695,127.0698711734
노원여성개발센터,8339.0,37.6263786032,127.0794023338
노원역10번출구,744724.0,37.656588896,127.0644514626
노원역1번출구,2238810.0,37.6562799577,127.0634157586
노원역2번출구,1018900.0,37.655828,127.06143
노원역8번출구,305727.0,37.6553945766,127.0595562874
노원역9번출구,1826246.0,37.655991,127.061729
노원우체국,852404.0,37.646111069949995,127.08184818185
노원초등학교,589312.0,37.6729066673,127.0557333305
노원평생학습관,5792.0,37.6392980997,127.0689531571
노을공원입구(난지미술창작스튜디오),2162.0,37.56870741265,126.87984226105
노인정,120092.0,37.541046999749994,126.98908369295
노일중학교,20256.0,37.6724273109,127.0547247234
노일초등학교,610654.0,37.6735354394,127.0553974395
노천강당,654207.0,37.4589156962,126.9552964059
녹번동대림JR아파트앞,114127.0,37.5992587287,126.9369775525
녹번센트레빌아파트,313078.0,37.598983108400006,126.9259357322
녹번역,5623072.0,37.601464221,126.93439140224
녹번전철역,595226.0,37.6016322357,126.9352252229
녹번초등학교.은평세무서,465031.0,37.603295975799995,126.9255838887
녹사평역,766616.0,37.53496920086666,126.98545649423333
녹사평역.용산구청,582140.0,37.534998499050005,126.98617551000001
녹색병원입구,88242.0,37.5845297532,127.0835451739
녹십자약국,205032.0,37.5897138755,127.0092237447
녹천역,108003.0,37.6435236169,127.0523038869
녹천초등학교월계이마트,47569.0,37.6279777534,127.0644852234
논골.e편한세상금호114동,67163.0,37.5551810962,127.0246634903
논골.금호벽산아파트.성동공유센터,275101.0,37.55565645,127.0253245486
논골.대림아파트107동.금호동벽산아파트,122877.0,37.5558962973,127.0248578664
논골사거리,392596.0,37.555726042299995,127.02478125495
논골슈퍼,99432.0,37.4594780685,126.885794454
논골신협.대림아파트후문,464807.0,37.5576157092,127.02457654290001
논골입구.성동공유센터,39335.0,37.555507533,127.0255936035
논현고개,453164.0,37.511411197,127.031988975
논현동고개,609105.0,37.5102721306,127.0323558778
논현동사거리.학동역,1379851.0,37.513709280949996,127.02990063515
논현사거리.논현역4번출구,1373162.0,37.5104735784,127.0196566623
논현사거리.논현역5번출구,1395026.0,37.510529,127.019387
논현역,7921471.0,37.508246349325,127.02258536875
놀이터,42912.0,37.510134346849995,126.9221623372
농생대,630783.0,37.45703353785,126.94918533980001
농수산물가공처리장,266629.0,37.4945427801,127.1052372969
농수산할인마트,264535.0,37.5967109876,126.9080678494
농심가슈퍼.건영아파트,920899.0,37.54180605835,126.8690917107
농협,474271.0,37.5401832753,127.02055319753333
농협.대림2동주민센터,129697.0,37.49086295315,126.9014972165
농협.영도초등학교,168207.0,37.5358528004,126.8706382911
농협구의역지점앞,42773.0,37.5402920346,127.0897111252
농협답십리역지점,66722.0,37.5684142933,127.0506401104
농협대치지점,1286959.0,37.4979653299,127.0612358367
농협앞,2005943.0,37.56575329988,127.07914653774
농협하나로,91571.0,37.6539112174,127.0510288887
누구나교회,74088.0,37.6119083067,127.0448958744
누리꿈스퀘어.MBC,993985.0,37.5788774343,126.8895594658
누원고등학교.한신아파트정문,98365.0,37.685741056599994,127.05082299739999
뉴서울아파트,182932.0,37.47152512665,126.9110726478
뉴코아백화점,284051.0,37.5082637114,127.00804632375
뉴코아아울렛,901325.0,37.509247612,127.0078725487
뉴타운아파트,182079.0,37.5648728003,127.0268404673
늘푸른근린공원,323598.0,37.5829998719,127.0797391539
늘푸른동아아파트,471089.0,37.5725064385,127.0801361152
능동교회앞,317198.0,37.5528418978,127.077101932
능동사거리.군자역,1588648.0,37.555916133,127.07881286285
능말입구,66992.0,37.6139853914,127.10567144525
능산지하차도,719427.0,37.60082699585,127.1003699899
능안로입구,1995611.0,37.5579879139,126.95629832054999
능인선원앞,191757.0,37.47218963915,127.0521343822
다리앞,61277.0,37.62795964815,127.01220290264999
다솔마을,57994.0,37.5544315583,126.8165255014
다솔마을.강서농수산물도매시장,55505.0,37.5548319923,126.8198598397
다운교회,21151.0,37.54567534505,126.9127287859
단군성전앞,9748.0,37.5755877298,126.9652997161
단대부고.대치아이파크아파트,334198.0,37.494642794,127.0536715277
달마사,565769.0,37.4990882214,126.9598030969
달터공원,113721.0,37.4764718335,127.0495376929
달팽이계단,52698.0,37.6238588404,127.03100012109999
담터고개,245056.0,37.640813034,127.1113111311
답십리1동주민센터.래미안위브,805016.0,37.5723090397,127.0511357732
답십리1동희망샘교회앞,372868.0,37.5705236407,127.0571155841
답십리2동두산아파트,455029.0,37.5727844821,127.0583182385
답십리2동시온교회앞,383355.0,37.5706037561,127.0572594197
답십리2동한양아파트앞,377610.0,37.572768085,127.0613215172
답십리래미안미드카운티,164100.0,37.5728758268,127.0555490825
답십리래미안위브아파트,67476.0,37.5727591881,127.0547597324
답십리쌍마사거리,54693.0,37.5662014776,127.055213202
답십리역,398554.0,37.5666468935,127.0530511754
답십리역.경우회매장입구,229370.0,37.5674752256,127.0534879387
답십리역.동부시장,898754.0,37.5671346794,127.0523791506
답십리역사거리,3240838.0,37.565402924266664,127.05483793993334
답십리종합상가,79501.0,37.5727917048,127.0567057745
답십리초등학교.현대시장,468318.0,37.5683905381,127.0570564368
답십리초등학교앞,281703.0,37.5686257463,127.0569438432
답십리촬영소.우성그린아파트,330989.0,37.5743481388,127.0669557023
당곡사거리,162677.0,37.4886932319,126.9287245125
당곡사거리.롯데백화점관악점,58273.0,37.49100396,126.9270740069
당곡중.고등학교,71632.0,37.49300400735,126.93538366359999
당곡중고교,84082.0,37.49113015145,126.9339815491
당곡중학교,618413.0,37.48791361044999,126.93126637885001
당너머,13402.0,37.61285785165,127.10778238945
당산동삼익아파트,207409.0,37.5282482765,126.8960796973
당산동진로아파트,1747399.0,37.5211901185,126.89694041835
당산삼성아파트,295170.0,37.5287083249,126.8979052057
당산소방서,154764.0,37.5350292884,126.8994297735
당산신동아파밀리에,42589.0,37.5199743315,126.900920487
당산역,5708562.0,37.5339388844,126.90108112507274
당산역.삼성래미안APT,236428.0,37.5332651689,126.9014145512
당산역.지하철2호선,2096537.0,37.5346075544,126.9022765611
당산역삼성래미안아파트,2896792.0,37.53311509305,126.90350442185
당산우편물취급소,19385.0,37.5296542008,126.8986430271
당산유원제일1차아파트,458407.0,37.528543522099994,126.89685301925
당산중학교.소방회관,112542.0,37.5320533656,126.90653015550001
당산초등학교,59510.0,37.538753124,126.8946497029
당산초등학교앞,309802.0,37.5389029287,126.8946167594
당산푸르지오아파트,1023437.0,37.5289864985,126.9058179778
당서초교,29928.0,37.5310828848,126.8995935767
당인리발전소,34881.0,37.545422870850004,126.91751340664999
당인리발전소후문,7949.0,37.5451516678,126.9210480387
당중초등학교,469699.0,37.5266090815,126.89111018964999
당중초등학교.노동부남부지청,66857.0,37.5253697616,126.8907342727
당진슈퍼,1101105.0,37.625505110125,127.03248598615
당현초등학교,26575.0,37.648423173,127.0595091833
대검찰청.서초경찰서,109058.0,37.4944859163,127.0062917917
대경정보산업고등학교,75346.0,37.5560381933,127.01750149205
대경중입구,111194.0,37.5562598656,127.0199630919
대광고등학교앞,415499.0,37.5798117485,127.0255251139
대광초교,376789.0,37.5796518037,127.0250876003
대교방송,137411.0,37.4770625399,126.9831137461
대길초등학교,82567.0,37.49875623385,126.9133266173
대농빌라앞,2190.0,37.6018387668,127.0433257276
대동슈퍼,75481.0,37.6098323982,126.93996935203334
대동아파트,34564.0,37.6204770357,127.07204525239999
대동아파트앞,209289.0,37.5364358712,127.0689378886
대동초등학교,1537078.0,37.49401120612,126.89956610784
대동택시,46522.0,37.6658964588,127.07085511
대룡빌딩,46138.0,37.5637198377,126.9222416728
대륭테크노2차,88373.0,37.4689017645,126.8844039634
대륭테크노2차.12차,33637.0,37.4689027952,126.8847643827
대륭테크노타운,159795.0,37.4698063978,126.8835670323
대륭테크노타운17차,42833.0,37.4691350062,126.8864497981
대륭테크노타운19차,67843.0,37.4743272591,126.8815663822
대륭테크노타운8차,131349.0,37.4848721354,126.8768729374
대림.수정아파트,213191.0,37.51232348395,126.84241332485
대림1.2차아파트,69283.0,37.506412624,126.8781617261
대림1동새마을금고,311641.0,37.493236718800006,126.9042255569
대림1동주민센터,140958.0,37.4950761471,126.9063241111
대림3동사거리.명지춘혜병원,196690.0,37.500515,126.897562
대림3동주민센터,476801.0,37.497927284225,126.89858113472499
대림3차아파트,51688.0,37.5068391082,126.8785464687
대림5차아파트.신도림주민센터,71893.0,37.507409439949996,126.88135749534999
대림5차아파트702동,184025.0,37.5076037912,126.879719901
대림6차태영프라자,206983.0,37.506240152450005,126.88313988120001
대림APT정문,38692.0,37.6111358988,127.0216692308
대림e편한세상1단지,242788.0,37.6122333302,126.9063228827
대림e편한세상2단지,87546.0,37.6128023874,126.90656114875
대림경동아파트,111708.0,37.5655709197,126.8531975563
대림그린빌라,9464.0,37.4899428967,126.851980851
대림동우성아파트,1026628.0,37.4961923681,126.90212553025
대림동우체국,295068.0,37.48956977865,126.9051249039
대림동코오롱아파트,119672.0,37.5076119174,126.8943481198
대림동현대3차아파트,368461.0,37.5043945775,126.8965868358
대림모터스,104456.0,37.6145127694,126.9178874323
대림벽산아파트,239409.0,37.64761160865,127.0770711525
대림상가,170555.0,37.5538610505,127.0344593886
대림상가앞,88914.0,37.610864269,127.0199167441
대림시장,1479365.0,37.58821747485,126.9167962016
대림아파트,1175532.0,37.52650117258,126.93658604596001
대림아파트상가,491107.0,37.6603699626,127.0588384179
대림아파트후문,385709.0,37.51110079003333,126.99057656883333
대림아파트후문.성남중.고교,578103.0,37.50579583385,126.92488768915
대림약국,111642.0,37.4904269576,127.020838161
대림역,2075519.0,37.492810271085716,126.89475551580001
대림역12번출구,619697.0,37.4926195884,126.8965263135
대림역4번출구,1819416.0,37.4943852562,126.8942424275
대림역7호선,550115.0,37.49294214145,126.896927535
대림역삼아파트,312709.0,37.4962198177,127.0459062033
대림요양병원,183329.0,37.50242598485,126.90005343025
대림초등학교,2025530.0,37.4997446804,126.92630493495
대림코오롱아파트,212412.0,37.5070915075,126.8941847732
대림포교원,140994.0,37.49224959975,126.90314914485
대림프라자,308181.0,37.483684733450005,126.9741650507
대명빌라,28455.0,37.5729630651,126.9270092222
대명슈퍼앞,60745.0,37.5588691194,127.0930072437
대명아파트,16368.0,37.5621764791,126.9242978526
대명프라자,43173.0,37.6025290177,127.0968447734
대방교회,127782.0,37.5039977996,126.9230402931
대방동주공아파트,622191.0,37.5090197295,126.9288395395
대방동주민센터,236549.0,37.508283724,126.92616226695
대방목욕탕,183781.0,37.50713409955,126.93231094160001
대방어린이도서관,102065.0,37.5029620231,126.9254343202
대방역,5518640.0,37.51312017825,126.9246746112125
대방역.여의교앞,88759.0,37.5147077946,126.9273337064
대방역1번출구,276489.0,37.5130238494,126.9274446335
대방역1번출구앞,595319.0,37.5130829629,126.9277043086
대방역2번출구앞,716072.0,37.5129150083,126.9275391654
대방중학교,143484.0,37.495516553049995,126.91448888605001
대방천사거리,201678.0,37.4985957789,126.9197357029
대방초등학교,90850.0,37.5023756414,126.9210430897
대법원,224851.0,37.491553052,127.0065170038
대상APT,156127.0,37.4819792298,126.8500314012
대상아파트,85221.0,37.559714244700004,126.89978110525
대상타운현대아파트,277167.0,37.66573913295,127.0462900738
대성교회,82851.0,37.5387551431,126.988417666
대성마트,49234.0,37.5364640791,126.8560235823
대성병원,374285.0,37.5122667827,126.9099866163
대성빌라정문,49511.0,37.62482066355,127.03028995509999
대성아파트.건영아파트후문,77346.0,37.503238932,126.9003429249
대성유니드아파트,109370.0,37.495171352099995,126.93078749243334
대성정육점,44811.0,37.535873747050005,126.85508775150001
대성중.고등학교,343894.0,37.6223167274,126.91139810095001
대성학원,16350.0,37.5336142572,126.8575189403
대순진리회,389702.0,37.530317972999995,127.131195207875
대순진리회앞.구.새마을금고,63126.0,37.5609405817,127.0874300416
대신시장,2428970.0,37.511935342575,126.9163135124
대신시장.기업은행,14401.0,37.5117901862,126.9173234906
대신중고,124831.0,37.5724834461,126.9616840763
대아아파트,29753.0,37.6229426601,127.0711133705
대영마트,205422.0,37.5405870003,126.85110091575
대영중.고후문,129407.0,37.5048746115,126.9048028036
대영중고,38277.0,37.5032205331,126.9038083629
대영초중고,161964.0,37.5023005209,126.9043534219
대왕초등학교,278046.0,37.464841418966664,127.10653355900001
대왕파출소,181104.0,37.4651263826,127.1078082277
대우.삼성서비스센터,81367.0,37.6832387338,127.0465740527
대우APT211동,417121.0,37.61295376,127.0168111852
대우APT211동앞,267567.0,37.6130268349,127.0168475394
대우APT정문.대림APT후문,306306.0,37.6119803839,127.0176782754
대우APT정문.대림APT후문앞,322512.0,37.6122787391,127.0176418276
대우당약국,130724.0,37.4508130027,126.9063274929
대우미래사랑,185779.0,37.512077132900004,126.9006689941
대우미래사랑아파트,59946.0,37.5566840061,126.9170107258
대우아파트,621054.0,37.567927682924996,126.95413776515
대우아파트101동앞,126921.0,37.6426375749,127.0367531727
대우아파트104동,607911.0,37.643255677,127.0383497879
대우아파트관리실,94985.0,37.5459431867,127.0201193593
대우아파트입구,11697.0,37.5460282518,127.019062569
대우아파트후문,26598.0,37.5469411322,127.0216620179
대우자동차정비소,154919.0,37.4915838249,126.8819692099
대우효령아파트,451233.0,37.480196649675,126.99354659795
대원고교앞,392428.0,37.5640838092,127.08685019289999
대원그린아파트.도봉실버센터,47066.0,37.6625683853,127.0275539499
대원시장,746001.0,37.544281793050004,126.83775363095
대원외고앞,177436.0,37.56362006165,127.0869261478
대원주유소,1457732.0,37.487145547699996,126.8563460396
대원카센터,25554.0,37.4851356181,126.8545681828
대윤병원,531573.0,37.5146160765,126.9180815875
대일고교.임광아파트.배광교회,819086.0,37.5397841398,126.8636965471
대일관광고.푸른마을3단지,337030.0,37.5112745899,126.83627911880001
대일외고서경대정문,78162.0,37.6129217648,127.0131908925
대조동우체국,110883.0,37.6130748561,126.9265884508
대조동주민센터,759766.0,37.6140827146,126.917821606
대조시장,416666.0,37.6088941401,126.9264415832
대조시장앞,238944.0,37.6087268317,126.9264463996
대주아파트,78416.0,37.62131747286667,127.07171131106666
대진고등학교,484530.0,37.63797453995,127.07538544245
대진여객차고지,252791.0,37.61763055,127.000498754
대진여자고등학교,26453.0,37.64467212,127.0670534638
대청역,631386.0,37.493281736,127.0792440457
대청초등학교,113795.0,37.4938756888,127.08658839
대치2동주민센터.우래옥앞,351379.0,37.5019094586,127.0666383965
대치동미도아파트,336358.0,37.4957033518,127.0676623205
대치동우성아파트,397380.0,37.4926990194,127.0595212461
대치동은마아파트,659336.0,37.4984748789,127.0685143184
대치동현대아파트,656974.0,37.5016508031,127.0591891115
대치사거리,337169.0,37.5035437117,127.0584437753
대치아파트,686325.0,37.4923424877,127.0722868159
대치역1번출구,762500.0,37.4938088824,127.0615358593
대치역6번출구.강남구민회관,271563.0,37.4927625425,127.0642191813
대치역7번출구,263736.0,37.4925040497,127.0641320264
대치역8번출구,464718.0,37.4939086925,127.0621884473
대치현대아파트,779350.0,37.5009963744,127.059740956
대통마트,167710.0,37.534970992725,126.8560298475
대학동고시촌입구,2191657.0,37.4705798059,126.9381665384
대학동노인정,258763.0,37.46715529505,126.93755483625
대학동치안센터,509925.0,37.4691118929,126.937635868
대학로입구.이화사거리,318161.0,37.5760857672,127.0025920596
대학본부앞,67179.0,37.6320947886,127.07863340930001
대학원생활관,426745.0,37.46214282865,126.9571049584
대한노인회,161368.0,37.5435884693,126.9577200371
대한노인회동대문구지회,483807.0,37.5761320676,127.0556892518
대한노인회중앙회,117251.0,37.5440386701,126.9574877685
대한병원,307220.0,37.63694220125,127.0229945611
대한슈퍼,50360.0,37.6264935597,126.9170505854
대한항공.메이필드호텔,6692.0,37.5495125845,126.8165780526
대항병원.연세사랑병원,337768.0,37.47555389395,126.98695391300001
대현산배수지공원앞,22434.0,37.5551809508,127.022027354
대현산체육관입구,173866.0,37.5530291334,127.0298001155
대흥교회,283076.0,37.55391833385,126.94589603895
대흥세양아파트,28644.0,37.5449093568,126.9447881539
대흥역,1293649.0,37.54795882566667,126.94171547683334
대흥역사거리,116964.0,37.5481233979,126.9422868839
대흥태영아파트,132356.0,37.5458504003,126.94307768605
더미켈란아파트,274153.0,37.4855720028,127.0040265326
더케이호텔정문,89052.0,37.4679830413,127.0341898703
더케이호텔후문,173572.0,37.4653445454,127.03407115945001
덕산중학교.씨티아파트,61143.0,37.6002242048,126.9045897066
덕성빌라,33849.0,37.4911153027,126.8516439696
덕성여대솔밭근린공원,627723.0,37.6514286494,127.0127433328
덕성여대입구,593929.0,37.648317,127.014342
덕성여대후문.효문중고교앞,503072.0,37.652726481100004,127.01716664899999
덕성여중고,698746.0,37.5757394332,126.9819731191
덕원여자고등학교.덕원예술고등학교,42696.0,37.5492613495,126.8322065733
덕은교.은평차고지앞,662754.0,37.5893208429,126.8844858703
덕의공원,45459.0,37.50663641895,126.85602529405
덕의초등학교,1107693.0,37.50621876315,126.85891807704999
도곡1동주민센터.역삼럭키아파트,1011823.0,37.4916954139,127.0389746272
도곡1차IPARK.모커리한방병원,693964.0,37.4927522252,127.0418131869
도곡1차아이파크.모커리한방병원,75057.0,37.4930391627,127.042747415
도곡1차아이파크모커리한방병원,480587.0,37.4927185872,127.0423611973
도곡2동주민센터대치중학교,202993.0,37.484329314,127.04534138626667
도곡개포한신아파트,283145.0,37.487984022,127.0493404545
도곡교회.인바디빌딩,95371.0,37.4743931749,127.0554936481
도곡교회.인바디빌딩.건너,25433.0,37.4742149817,127.0555259644
도곡동개포한신아파트,140255.0,37.4870517352,127.0503039552
도곡렉슬아파트.강남세브란스병원,857027.0,37.4945270259,127.0481387921
도곡렉슬아파트정문,195598.0,37.4947705485,127.0535002875
도곡역,593170.0,37.4914131993,127.0565131967
도곡한신아파트,183204.0,37.486927604399995,127.0412361994
도광사,23831.0,37.615429276949996,127.00138538925
도깨비시장,465993.0,37.59810072075,127.01896932455
도로교통공단서울지부.코트라,339410.0,37.4664651656,127.0441355688
도로교통공단앞,149087.0,37.5649352038,127.0263048633
도로교통공단후문,54824.0,37.5642873288,127.0241889617
도림고가.동아에코빌,215204.0,37.51028740795,126.8988827597
도림교회,203473.0,37.5093054063,126.8973032611
도림동자치회관,585909.0,37.509554937,126.90785985145
도림동주민센터,515221.0,37.5087632789,126.89641458045
도림마을금고,794664.0,37.508261174249995,126.90021738095001
도림사거리,582500.0,37.50679404773334,126.9012718756
도림새마을금고,266790.0,37.5084971705,126.8999695632
도봉1동주민센터.럭키아파트,38325.0,37.67862719045,127.0436001028
도봉경찰서.창4동주민센터,63622.0,37.6524257227,127.0516358823
도봉고등학교,490172.0,37.687344167800006,127.04381016155
도봉구민회관,3724611.0,37.654388734025,127.0381504697
도봉구민회관앞,223003.0,37.6542037208,127.0381419347
도봉구보건소앞,897513.0,37.657276122599995,127.0376164948
도봉구청,803265.0,37.669174235625,127.0462284169
도봉동서광아파트,52321.0,37.6782308552,127.0493045611
도봉동한신아파트,112280.0,37.682360882050006,127.04577286874999
도봉등기소,106498.0,37.65125472615,127.04458644229999
도봉면허시험장,1657397.0,37.65739134425,127.0597465391
도봉문화정보도서관,285878.0,37.644123604949996,127.04413207415
도봉보건소,1440610.0,37.658032696633335,127.0402777873
도봉보건소.북서울농협,298641.0,37.6571807221,127.0377123042
도봉보건소.북한산아이파크아파트,1240719.0,37.6582719632,127.0405446055
도봉산역,2926957.0,37.6891108112,127.04589716186666
도봉산역광역환승센터,226781.0,37.690004009,127.0440624615
도봉산입구,516411.0,37.687098424300004,127.0407629618
도봉세무서.성북시장,3923265.0,37.619271190199996,127.02896602275
도봉소방서,235649.0,37.66533627275,127.04288093175
도봉소방서.방학남부역,2336171.0,37.666007880150005,127.0429898026
도봉시장,397559.0,37.674079635425,127.046959395
도봉여성센터,176891.0,37.6628934249,127.0302629774
도봉역,269219.0,37.68054704463333,127.0464026157
도봉중학교.서원아파트,109430.0,37.67086988575,127.0460452689
도봉중학교후문,4666.0,37.6711651158,127.045045195
도봉초등학교,8164.0,37.67837233075,127.0405121859
도봉파크빌2단지,12505.0,37.6842353747,127.0514830676
도봉파크빌2단지앞,77461.0,37.6841204982,127.0513059351
도봉파크빌3단지,93725.0,37.68796979855,127.04930258294999
도봉한신아파트,1517893.0,37.6833120151,127.0459167928
도산공원,345955.0,37.5227700002,127.033356125
도산공원.호림아트센터앞,185466.0,37.5221284232,127.0333763153
도산공원사거리,665678.0,37.5219009117,127.0348377891
도선고등학교.꽃재교회,35344.0,37.5670168554,127.0277620046
도선동사거리,88793.0,37.5667469532,127.0366528058
도선사거리,1122798.0,37.5667919695,127.03674367824999
도성초교사거리,264875.0,37.5008513664,127.05173953775
도성초등학교,595882.0,37.5000888739,127.0511009539
도성초등학교앞,150476.0,37.5004377675,127.0503342887
도시가스.두산아파트,105657.0,37.5051817496,126.9447261303
도원삼성래미안아파트,319636.0,37.539723903799995,126.9573047822
도원삼성래미안아파트101동앞,71517.0,37.5391930287,126.9564130678
도원삼성래미안아파트단지내,281401.0,37.5382046676,126.9553802807
도화동현대아파트,203506.0,37.54039814405,126.9557719191
도화현대1차아파트,73054.0,37.54048430485,126.95535237794999
도화현대1차아파트111동앞,46557.0,37.541215315399995,126.9544878933
도화현대1차아파트단지내,227157.0,37.5399837048,126.9548286734
독립문,247377.0,37.5713269465,126.96040674075
독립문공원,67754.0,37.5765294503,126.9551924048
독립문공원.극동아파트,1800175.0,37.5717696027,126.959406121
독립문역,382919.0,37.57439673775,126.95784816995
독립문역.서대문형무소역사관,280529.0,37.57479404565,126.95732270775
독립문역.한성과학고,2776270.0,37.575188505149995,126.9569936077
독립문역3번출구,297634.0,37.5728405557,126.9596864458
독립문초등학교,60836.0,37.5738598134,126.9607061207
독립문파크빌,152159.0,37.5745811958,126.9518444072
독박골.북한산래미안APT,374143.0,37.6106865221,126.9396225651
독박골.북한산래미안APT앞,178991.0,37.6105907687,126.9397679205
독산1동한신코아,305209.0,37.456870661,126.8880943492
독산3동주민센터,1364581.0,37.475576153800006,126.90347728629999
독산3치안센터,92903.0,37.47669128525,126.90724044205
독산4동주민센터,641248.0,37.4673553773,126.9019338278
독산고개,1294754.0,37.47595940165,126.89860808444999
독산고개입구,419184.0,37.476440194649996,126.89817357425
독산고등학교,227861.0,37.4772454755,126.9114897075
독산근린공원,412836.0,37.464349139350006,126.88438437085
독산동남문시장,1102213.0,37.47343133895,126.90326969745
독산동성당앞,1142631.0,37.469308758400004,126.90249842040001
독산동쌈지공원,1174331.0,37.471220100050004,126.90305526595
독산동우시장,676841.0,37.4665169282,126.895347209
독산동정훈단지,2982078.0,37.4649666535,126.90259191634999
독산사거리,322956.0,37.47187571475,126.8962979906
독산사거리앞,224582.0,37.4724160226,126.898172751
독산역,3475478.0,37.46634954022,126.88888066780001
독산주공1319동,43796.0,37.4584792104,126.8876633516
독산주공13단지,309438.0,37.4567976303,126.8876552101
독산주공14단지,195082.0,37.4612763441,126.88701858409999
