,gu,dong,code,income_level,pop_density,address,x,y
35,용산구,청파동,1117055500,6,22704,서울시 용산구 청파동,37.54745010000001,126.9666388
36,용산구,원효로1동,1117056000,8,28186,서울시 용산구 원효로1동,37.5371771,126.9676658
37,용산구,원효로2동,1117057000,8,20730,서울시 용산구 원효로2동,37.5362972,126.9633401
38,용산구,효창동,1117058000,7,23409,서울시 용산구 효창동,37.5433203,126.9611019
39,용산구,용문동,1117059000,7,44954,서울시 용산구 용문동,37.5378157,126.9590784
40,용산구,한강로동,1117062500,9,6771,서울시 용산구 한강로동,37.5296613,126.9673235
41,용산구,이촌1동,1117063000,9,10229,서울시 용산구 이촌1동,37.515785,126.971944
42,용산구,이촌2동,1117064000,7,7381,서울시 용산구 이촌2동,37.5251783,126.9548896
43,용산구,이태원1동,1117065000,7,16179,서울시 용산구 이태원1동,37.5309385,126.9959585
44,용산구,이태원2동,1117066000,7,12571,서울시 용산구 이태원2동,37.5401755,126.9926918
45,용산구,한남동,1117068500,8,7875,서울시 용산구 한남동,37.53752790000001,127.0051334
46,용산구,서빙고동,1117069000,8,5036,서울시 용산구 서빙고동,37.5233986,126.9905244
47,용산구,보광동,1117070000,6,22341,서울시 용산구 보광동,37.5268698,127.0009168
48,성동구,왕십리2동,1120052000,7,43278,서울시 성동구 왕십리2동,37.5616887,127.0279152
49,성동구,왕십리도선동,1120053500,8,38565,서울시 성동구 왕십리도선동,37.5666113,127.0299063
50,성동구,마장동,1120054000,7,22890,서울시 성동구 마장동,37.5669747,127.040228
51,성동구,사근동,1120055000,7,12312,서울시 성동구 사근동,37.5595968,127.0449623
52,성동구,행당1동,1120056000,8,27903,서울시 성동구 행당1동,37.5598639,127.0354473
53,성동구,행당2동,1120057000,8,58667,서울시 성동구 행당2동,37.5570351,127.0300265
54,성동구,응봉동,1120058000,8,28400,서울시 성동구 응봉동,37.5515276,127.0330901
55,성동구,금호1가동,1120059000,8,34683,서울시 성동구 금호1가동,37.5536559,127.0242774
56,성동구,금호2·3가동,1120061500,8,37767,서울시 성동구 금호2·3가동,37.5532197,127.0209656
57,성동구,금호4가동,1120062000,8,18127,서울시 성동구 금호4가동,37.5468082,127.0214527
58,성동구,옥수동,1120064500,8,13960,서울시 성동구 옥수동,37.5438285,127.013956
59,성동구,성수1가1동,1120065000,8,8671,서울시 성동구 성수1가1동,37.5420391,127.0496855
60,성동구,성수1가2동,1120066000,7,16556,서울시 성동구 성수1가2동,37.5462824,127.0443475
61,성동구,성수2가1동,1120067000,6,15019,서울시 성동구 성수2가1동,37.5407929,127.0546096
62,성동구,성수2가3동,1120069000,7,11342,서울시 성동구 성수2가3동,37.5482051,127.0552403
63,성동구,송정동,1120072000,6,15237,서울시 성동구 송정동,37.5525301,127.064491
64,성동구,용답동,1120079000,6,5728,서울시 성동구 용답동,37.561467,127.056358
65,광진구,화양동,1121571000,6,22015,서울시 광진구 화양동,37.5432534,127.07341
66,광진구,군자동,1121573000,6,29877,서울시 광진구 군자동,37.5530406,127.0736767
67,광진구,중곡1동,1121574000,6,26269,서울시 광진구 중곡1동,37.5605114,127.0800527
68,광진구,중곡2동,1121575000,6,41025,서울시 광진구 중곡2동,37.5602041,127.0814596
69,광진구,중곡3동,1121576000,6,28858,서울시 광진구 중곡3동,37.56615499999999,127.08431
70,광진구,중곡4동,1121577000,6,13153,서울시 광진구 중곡4동,37.5590531,127.0894118
71,광진구,능동,1121578000,7,10889,서울시 광진구 능동,37.5505785,127.0817378
72,광진구,광장동,1121581000,9,15097,서울시 광진구 광장동,37.5478239,127.1047149
73,광진구,자양1동,1121582000,6,42379,서울시 광진구 자양1동,37.5383734,127.0797104
74,광진구,자양2동,1121583000,7,16008,서울시 광진구 자양2동,37.5311799,127.0839602
75,광진구,자양3동,1121584000,8,24563,서울시 광진구 자양3동,37.53379049999999,127.0729056
76,광진구,자양4동,1121584700,6,19828,서울시 광진구 자양4동,37.5289554,127.0885035
77,광진구,구의1동,1121585000,6,41184,서울시 광진구 구의1동,127.085659,37.542399
78,광진구,구의2동,1121586000,6,20073,서울시 광진구 구의2동,37.5472058,127.0899036
79,광진구,구의3동,1121587000,8,29504,서울시 광진구 구의3동,37.5384843,127.0822938
80,동대문구,용신동,1123053600,7,19965,서울시 동대문구 용신동,37.5760042,127.0329381
81,동대문구,제기동,1123054500,6,23190,서울시 동대문구 제기동,37.5837593,127.0372351
82,동대문구,전농1동,1123056000,7,26113,서울시 동대문구 전농1동,37.57892349999999,127.0502677
83,동대문구,전농2동,1123057000,7,23244,서울시 동대문구 전농2동,37.578437,127.0575812
84,동대문구,답십리1동,1123060000,7,36769,서울시 동대문구 답십리1동,37.5718469,127.0511771
85,동대문구,답십리2동,1123061000,7,35866,서울시 동대문구 답십리2동,37.5673695,127.0612392
86,동대문구,장안1동,1123065000,6,31322,서울시 동대문구 장안1동,37.5669531,127.0695161
87,동대문구,장안2동,1123066000,7,30317,서울시 동대문구 장안2동,37.578224,127.0706069
88,동대문구,청량리동,1123070500,6,18173,서울시 동대문구 청량리동,37.5888074,127.0452806
89,동대문구,회기동,1123071000,7,17255,서울시 동대문구 회기동,37.5920886,127.0516746
90,동대문구,휘경1동,1123072000,6,26203,서울시 동대문구 휘경1동,127.065708,37.592903
91,동대문구,휘경2동,1123073000,7,23874,서울시 동대문구 휘경2동,37.5862154,127.0645629
92,동대문구,이문1동,1123074000,6,21453,서울시 동대문구 이문1동,37.5978048,127.0654845
93,동대문구,이문2동,1123075000,7,30687,서울시 동대문구 이문2동,37.6033189,127.0650367
94,중랑구,면목2동,1126052000,5,35537,서울시 중랑구 면목2동,37.5873525,127.079918
95,중랑구,면목4동,1126054000,6,18229,서울시 중랑구 면목4동,37.57621109999999,127.0828246
96,중랑구,면목5동,1126055000,5,15352,서울시 중랑구 면목5동,37.585777,127.0760365
97,중랑구,면목본동,1126056500,5,35837,서울시 중랑구 면목본동,37.5883525,127.0895771
98,중랑구,면목7동,1126057000,6,25517,서울시 중랑구 면목7동,37.5789797,127.0869585
99,중랑구,면목3·8동,1126057500,5,15922,서울시 중랑구 면목3·8동,37.5595633,127.0211328
100,중랑구,상봉1동,1126058000,7,29999,서울시 중랑구 상봉1동,127.087139,37.599818
